"idsensore","tipologia","unit_dimisura","idstazione","nomestazione","quota","provincia","datastart","datastop","storico","cgb_nord","cgb_est","lng","lat","location"
"2502","Precipitazione","mm","137","Rivolta d'Adda Ist. Spallanzani","102","CR","1993-06-09T00:00:00.000",,"N","5032417","540720","9.52068900696699","45.444090523311516","
,  
(45.444090523311516, 9.52068900696699)"
"2524","Temperatura","°C","139","Virgilio Mantova Cerese","19","MN","2003-09-26T00:00:00.000","2018-09-19T00:00:00.000","S","4997294","641005","10.792648102258525","45.115047425792355","
,  
(45.115047425792355, 10.792648102258525)"
"2527","Umidità Relativa","%","139","Virgilio Mantova Cerese","19","MN","2003-09-26T00:00:00.000","2018-09-19T00:00:00.000","S","4997294","641005","10.792648102258525","45.115047425792355","
,  
(45.115047425792355, 10.792648102258525)"
"2533","Radiazione Globale","W/m²","139","Virgilio Mantova Cerese","19","MN","2003-09-26T00:00:00.000","2018-09-19T00:00:00.000","S","4997294","641005","10.792648102258525","45.115047425792355","
,  
(45.115047425792355, 10.792648102258525)"
"2535","Precipitazione","mm","139","Virgilio Mantova Cerese","19","MN","2003-09-26T00:00:00.000","2018-09-19T00:00:00.000","S","4997294","641005","10.792648102258525","45.115047425792355","
,  
(45.115047425792355, 10.792648102258525)"
"2596","Precipitazione","mm","205","Montevecchia cascina Butto","385","LC","2014-10-06T00:00:00.000",,"N","5061321","529882","9.383874990148637","45.70479776881362","
,  
(45.70479776881362, 9.383874990148637)"
"2612","Umidità Relativa","%","212","Canzo","1233","CO","2008-11-26T00:00:00.000",,"N","5077224","524701","9.318132023436622","45.84813790508536","
,  
(45.84813790508536, 9.318132023436622)"
"2613","Temperatura","°C","212","Canzo","1233","CO","2011-04-20T00:00:00.000",,"N","5077224","524701","9.318132023436622","45.84813790508536","
,  
(45.84813790508536, 9.318132023436622)"
"2614","Precipitazione","mm","212","Canzo","1233","CO","2008-11-26T00:00:00.000",,"N","5077224","524701","9.318132023436622","45.84813790508536","
,  
(45.84813790508536, 9.318132023436622)"
"2620","Temperatura","°C","214","Bigarello","15","MN","2009-11-25T00:00:00.000",,"N","5005622","648246","10.887128700975579","45.18849105038444","
,  
(45.18849105038444, 10.887128700975579)"
"2621","Umidità Relativa","%","214","Bigarello","15","MN","2009-11-25T00:00:00.000",,"N","5005622","648246","10.887128700975579","45.18849105038444","
,  
(45.18849105038444, 10.887128700975579)"
"2623","Radiazione Globale","W/m²","214","Bigarello","15","MN","2009-11-25T00:00:00.000",,"N","5005622","648246","10.887128700975579","45.18849105038444","
,  
(45.18849105038444, 10.887128700975579)"
"2626","Precipitazione","mm","214","Bigarello","15","MN","2009-11-25T00:00:00.000",,"N","5005622","648246","10.887128700975579","45.18849105038444","
,  
(45.18849105038444, 10.887128700975579)"
"3","Livello Idrometrico","cm","3","Sondalo Le Prese","950","SO","1987-11-24T00:00:00.000",,"N","5133847","604242","10.354811516997314","46.35017157750056","
,  
(46.35017157750056, 10.354811516997314)"
"30523","Livello Idrometrico","cm","1508","Lainate SP 109","160","MI","2014-09-25T00:00:00.000",,"N","5046729","503760","9.048190135820384","45.574091162538046","
,  
(45.574091162538046, 9.048190135820384)"
"30525","Precipitazione","mm","1509","Paderno Dugnano Palazzolo Parco Borghetto","170","MI","2014-05-21T00:00:00.000",,"N","5047745","512305","9.157732676006336","45.5831374605486","
,  
(45.5831374605486, 9.157732676006336)"
"30533","Precipitazione","mm","1510","Monza v.Monte Generoso","173","MB","2014-09-26T00:00:00.000",,"N","5048372","519174","9.245807488805221","45.58862552802921","
,  
(45.58862552802921, 9.245807488805221)"
"30536","Precipitazione","mm","1511","Rescaldina","215","MI","2014-09-26T00:00:00.000",,"N","5050479","496327","8.95289667553321","45.60784533497315","
,  
(45.60784533497315, 8.95289667553321)"
"30539","Precipitazione","mm","1512","Pogliano Milanese","160","MI","2014-09-26T00:00:00.000",,"N","5042449","500406","9.005199956067523","45.535576719250145","
,  
(45.535576719250145, 9.005199956067523)"
"3062","Livello Idrometrico","cm","1363","Golasecca Miorina misuratore","198","VA","2013-07-09T00:00:00.000",,"N","5060406","472667","8.648921285325104","45.69666750450433","
,  
(45.69666750450433, 8.648921285325104)"
"3092","Livello Idrometrico","cm","1364","Orio Litta v.Francigena","63","LO","2013-03-25T00:00:00.000",,"N","5001496","541819","9.532131039528538","45.16570401703093","
,  
(45.16570401703093, 9.532131039528538)"
"3118","Livello Idrometrico","cm","1425","Milano Niguarda","139","MI","2013-10-18T00:00:00.000",,"N","5041381","515011","9.192224195239163","45.525801944929476","
,  
(45.525801944929476, 9.192224195239163)"
"32236","Velocità Vento","m/s","874","Sarnico v. Roma","197","BG","2016-06-22T00:00:00.000",,"N","5057377","574538","9.956880147525977","45.6659359725519","
,  
(45.6659359725519, 9.956880147525977)"
"32237","Direzione Vento","°","874","Sarnico v. Roma","197","BG","2016-06-22T00:00:00.000",,"N","5057377","574538","9.956880147525977","45.6659359725519","
,  
(45.6659359725519, 9.956880147525977)"
"32238","Umidità Relativa","%","856","Fortunago","501","PV","2016-08-01T00:00:00.000",,"N","4973248","515391","9.19498278361842","44.91249258331864","
,  
(44.91249258331864, 9.19498278361842)"
"32241","Umidità Relativa","%","884","Cuveglio","294","VA","2016-08-01T00:00:00.000",,"N","5083338","480047","8.742764505384635","45.90332054442589","
,  
(45.90332054442589, 8.742764505384635)"
"32244","Umidità Relativa","%","885","Arcisate","383","VA","2016-08-01T00:00:00.000",,"N","5076955","491501","8.890542676800244","45.84610717798399","
,  
(45.84610717798399, 8.890542676800244)"
"32247","Umidità Relativa","%","904","Paisco Loveno","816","BS","2016-08-01T00:00:00.000",,"N","5103599","600282","10.296934209142101","46.07860776076735","
,  
(46.07860776076735, 10.296934209142101)"
"32250","Umidità Relativa","%","876","Caino","428","BS","2016-08-01T00:00:00.000",,"N","5051536","603100","10.32222236530351","45.609716699915786","
,  
(45.609716699915786, 10.32222236530351)"
"32253","Umidità Relativa","%","902","Barni","625","CO","2016-09-28T00:00:00.000","2018-05-09T00:00:00.000","S","5083557","520640","9.26610166966047","45.90527135174118","
,  
(45.90527135174118, 9.26610166966047)"
"32259","Umidità Relativa","%","832","Lanzada Palù","2151","SO","2016-10-27T00:00:00.000",,"N","5126972","568128","9.884519789844443","46.29290281845888","
,  
(46.29290281845888, 9.884519789844443)"
"32262","Umidità Relativa","%","833","Gerola Alta Pescegallo","1875","SO","2016-10-27T00:00:00.000",,"N","5097116","544202","9.571116796075925","46.0261906266171","
,  
(46.0261906266171, 9.571116796075925)"
"32336","Umidità Relativa","%","905","Cevo","1128","BS","2016-08-11T00:00:00.000",,"N","5103920","606529","10.377774775825152","46.080550839800345","
,  
(46.080550839800345, 10.377774775825152)"
"32339","Umidità Relativa","%","857","Santa Margherita di Staffora Passo del Giovà","1363","PV","2016-09-02T00:00:00.000",,"N","4947846","517168","9.216637428084992","44.68377850348632","
,  
(44.68377850348632, 9.216637428084992)"
"32345","Radiazione Globale","W/m²","1359","Breno Lago Della Vacca","2410","BS","2017-07-11T00:00:00.000",,"N","5090337","611798","10.442716428689312","45.957496834144656","
,  
(45.957496834144656, 10.442716428689312)"
"32353","Temperatura","°C","1807","Ispra JRC","249","VA","2022-04-21T00:00:00.000",,"N","5072552","471760","8.6365626970229","45.80595187687406","
,  
(45.80595187687406, 8.6365626970229)"
"32354","Umidità Relativa","%","1807","Ispra JRC","249","VA","2022-04-21T00:00:00.000",,"N","5072552","471760","8.6365626970229","45.80595187687406","
,  
(45.80595187687406, 8.6365626970229)"
"32355","Precipitazione","mm","1807","Ispra JRC","249","VA","2022-04-21T00:00:00.000",,"N","5072552","471760","8.6365626970229","45.80595187687406","
,  
(45.80595187687406, 8.6365626970229)"
"32357","Radiazione Globale","W/m²","1807","Ispra JRC","249","VA","2022-04-21T00:00:00.000",,"N","5072552","471760","8.6365626970229","45.80595187687406","
,  
(45.80595187687406, 8.6365626970229)"
"32360","Radiazione Globale","W/m²","833","Gerola Alta Pescegallo","1875","SO","2017-10-13T00:00:00.000",,"N","5097116","544202","9.571116796075925","46.0261906266171","
,  
(46.0261906266171, 9.571116796075925)"
"32363","Radiazione Globale","W/m²","832","Lanzada Palù","2151","SO","2017-10-12T00:00:00.000",,"N","5126972","568128","9.884519789844443","46.29290281845888","
,  
(46.29290281845888, 9.884519789844443)"
"32370","Temperatura","°C","1679","Sormano rifugio Alpetto","1158","CO","2017-11-23T00:00:00.000",,"N","5083535","518233","9.235068813288406","45.90514139039166","
,  
(45.90514139039166, 9.235068813288406)"
"32373","Umidità Relativa","%","1679","Sormano rifugio Alpetto","1158","CO","2017-11-23T00:00:00.000",,"N","5083535","518233","9.235068813288406","45.90514139039166","
,  
(45.90514139039166, 9.235068813288406)"
"32376","Velocità Vento","m/s","1679","Sormano rifugio Alpetto","1158","CO","2017-11-23T00:00:00.000",,"N","5083535","518233","9.235068813288406","45.90514139039166","
,  
(45.90514139039166, 9.235068813288406)"
"32379","Direzione Vento","°","1679","Sormano rifugio Alpetto","1158","CO","2017-11-23T00:00:00.000",,"N","5083535","518233","9.235068813288406","45.90514139039166","
,  
(45.90514139039166, 9.235068813288406)"
"32382","Precipitazione","mm","1679","Sormano rifugio Alpetto","1158","CO","2017-11-28T00:00:00.000",,"N","5083535","518233","9.235068813288406","45.90514139039166","
,  
(45.90514139039166, 9.235068813288406)"
"32384","Altezza Neve","cm","1382","Veddasca Monte Cadrigna","1302","VA","2017-11-07T00:00:00.000",,"N","5102054","482122","8.768815132883134","46.07182707589298","
,  
(46.07182707589298, 8.768815132883134)"
"32390","Livello Idrometrico","cm","1555","Manerba del Garda Dusano","73","BS","2017-11-15T00:00:00.000",,"N","5044545","622300","10.566619674481315","45.54369941034534","
,  
(45.54369941034534, 10.566619674481315)"
"32391","Temperatura","°C","1555","Manerba del Garda Dusano","73","BS","2017-11-15T00:00:00.000",,"N","5044545","622300","10.566619674481315","45.54369941034534","
,  
(45.54369941034534, 10.566619674481315)"
"32394","Umidità Relativa","%","1555","Manerba del Garda Dusano","73","BS","2017-11-17T00:00:00.000",,"N","5044545","622300","10.566619674481315","45.54369941034534","
,  
(45.54369941034534, 10.566619674481315)"
"32398","Precipitazione","mm","1680","Vilminore di Scalve Presolana","1856","BG","2017-11-15T00:00:00.000",,"N","5092483","580679","10.041578002405918","45.98117244427475","
,  
(45.98117244427475, 10.041578002405918)"
"32399","Altezza Neve","cm","1680","Vilminore di Scalve Presolana","1856","BG","2017-11-15T00:00:00.000",,"N","5092483","580679","10.041578002405918","45.98117244427475","
,  
(45.98117244427475, 10.041578002405918)"
"32401","Temperatura","°C","1680","Vilminore di Scalve Presolana","1856","BG","2017-11-15T00:00:00.000",,"N","5092483","580679","10.041578002405918","45.98117244427475","
,  
(45.98117244427475, 10.041578002405918)"
"32404","Umidità Relativa","%","1680","Vilminore di Scalve Presolana","1856","BG","2017-11-15T00:00:00.000",,"N","5092483","580679","10.041578002405918","45.98117244427475","
,  
(45.98117244427475, 10.041578002405918)"
"32407","Direzione Vento","°","1680","Vilminore di Scalve Presolana","1856","BG","2017-11-15T00:00:00.000",,"N","5092483","580679","10.041578002405918","45.98117244427475","
,  
(45.98117244427475, 10.041578002405918)"
"32410","Velocità Vento","m/s","1680","Vilminore di Scalve Presolana","1856","BG","2017-11-15T00:00:00.000",,"N","5092483","580679","10.041578002405918","45.98117244427475","
,  
(45.98117244427475, 10.041578002405918)"
"32413","Radiazione Globale","W/m²","1680","Vilminore di Scalve Presolana","1856","BG","2017-11-15T00:00:00.000",,"N","5092483","580679","10.041578002405918","45.98117244427475","
,  
(45.98117244427475, 10.041578002405918)"
"4001","Temperatura","°C","140","Motta Visconti SMR","100","MI","2003-05-23T00:00:00.000","2020-08-25T00:00:00.000","S","5014273","499103","8.988562726793255","45.281956197427846","
,  
(45.281956197427846, 8.988562726793255)"
"4002","Umidità Relativa","%","140","Motta Visconti SMR","100","MI","2003-05-15T00:00:00.000","2020-08-25T00:00:00.000","S","5014273","499103","8.988562726793255","45.281956197427846","
,  
(45.281956197427846, 8.988562726793255)"
"4004","Radiazione Globale","W/m²","140","Motta Visconti SMR","100","MI","2008-10-28T00:00:00.000","2020-08-25T00:00:00.000","S","5014273","499103","8.988562726793255","45.281956197427846","
,  
(45.281956197427846, 8.988562726793255)"
"4007","Velocità Vento","m/s","140","Motta Visconti SMR","100","MI","2003-05-15T00:00:00.000","2020-08-26T00:00:00.000","S","5014273","499103","8.988562726793255","45.281956197427846","
,  
(45.281956197427846, 8.988562726793255)"
"4008","Precipitazione","mm","140","Motta Visconti SMR","100","MI","2003-05-15T00:00:00.000","2020-08-25T00:00:00.000","S","5014273","499103","8.988562726793255","45.281956197427846","
,  
(45.281956197427846, 8.988562726793255)"
"4009","Temperatura","°C","141","Vertemate con Minoprio serre","310","CO","2002-06-19T00:00:00.000",,"N","5062832","506653","9.085488499092358","45.71901089635149","
,  
(45.71901089635149, 9.085488499092358)"
"4010","Umidità Relativa","%","141","Vertemate con Minoprio serre","310","CO","2002-05-25T00:00:00.000",,"N","5062832","506653","9.085488499092358","45.71901089635149","
,  
(45.71901089635149, 9.085488499092358)"
"4012","Radiazione Globale","W/m²","141","Vertemate con Minoprio serre","310","CO","2002-05-25T00:00:00.000",,"N","5062832","506653","9.085488499092358","45.71901089635149","
,  
(45.71901089635149, 9.085488499092358)"
"4015","Velocità Vento","m/s","141","Vertemate con Minoprio serre","310","CO","2002-05-25T00:00:00.000",,"N","5062832","506653","9.085488499092358","45.71901089635149","
,  
(45.71901089635149, 9.085488499092358)"
"4016","Precipitazione","mm","141","Vertemate con Minoprio serre","310","CO","2009-02-04T00:00:00.000",,"N","5062832","506653","9.085488499092358","45.71901089635149","
,  
(45.71901089635149, 9.085488499092358)"
"4017","Temperatura","°C","142","Caiolo","274","SO","2002-05-24T00:00:00.000",,"N","5111566","561195","9.792518875272254","46.15492316813672","
,  
(46.15492316813672, 9.792518875272254)"
"4018","Umidità Relativa","%","142","Caiolo","274","SO","2002-05-24T00:00:00.000",,"N","5111566","561195","9.792518875272254","46.15492316813672","
,  
(46.15492316813672, 9.792518875272254)"
"4024","Velocità Vento","m/s","142","Caiolo","274","SO","2002-05-24T00:00:00.000",,"N","5111566","561195","9.792518875272254","46.15492316813672","
,  
(46.15492316813672, 9.792518875272254)"
"4025","Precipitazione","mm","142","Caiolo","274","SO","2002-05-24T00:00:00.000",,"N","5111566","561195","9.792518875272254","46.15492316813672","
,  
(46.15492316813672, 9.792518875272254)"
"4027","Umidità Relativa","%","143","Livigno Passo Foscagno","2320","SO","2002-06-02T00:00:00.000",,"N","5149692","592662","10.20748854795916","46.49442378267979","
,  
(46.49442378267979, 10.20748854795916)"
"4029","Radiazione Globale","W/m²","143","Livigno Passo Foscagno","2320","SO","2002-06-02T00:00:00.000",,"N","5149692","592662","10.20748854795916","46.49442378267979","
,  
(46.49442378267979, 10.20748854795916)"
"4032","Velocità Vento","m/s","143","Livigno Passo Foscagno","2320","SO","2002-06-02T00:00:00.000",,"N","5149692","592662","10.20748854795916","46.49442378267979","
,  
(46.49442378267979, 10.20748854795916)"
"4033","Precipitazione","mm","143","Livigno Passo Foscagno","2320","SO","2002-06-02T00:00:00.000",,"N","5149692","592662","10.20748854795916","46.49442378267979","
,  
(46.49442378267979, 10.20748854795916)"
"4034","Temperatura","°C","144","Madesimo Spluga","1915","SO","2000-11-19T00:00:00.000",,"N","5146513","526726","9.348122957946567","46.4716582729432","
,  
(46.4716582729432, 9.348122957946567)"
"4035","Umidità Relativa","%","144","Madesimo Spluga","1915","SO","2000-11-19T00:00:00.000",,"N","5146513","526726","9.348122957946567","46.4716582729432","
,  
(46.4716582729432, 9.348122957946567)"
"4037","Radiazione Globale","W/m²","144","Madesimo Spluga","1915","SO","2000-11-19T00:00:00.000",,"N","5146513","526726","9.348122957946567","46.4716582729432","
,  
(46.4716582729432, 9.348122957946567)"
"4040","Velocità Vento","m/s","144","Madesimo Spluga","1915","SO","2000-11-19T00:00:00.000",,"N","5146513","526726","9.348122957946567","46.4716582729432","
,  
(46.4716582729432, 9.348122957946567)"
"4041","Precipitazione","mm","144","Madesimo Spluga","1915","SO","2000-11-19T00:00:00.000",,"N","5146513","526726","9.348122957946567","46.4716582729432","
,  
(46.4716582729432, 9.348122957946567)"
"4042","Temperatura","°C","145","Darfo Boario Terme","222","BS","2002-12-04T00:00:00.000",,"N","5080789","591371","10.17735680898138","45.87460210989037","
,  
(45.87460210989037, 10.17735680898138)"
"4043","Umidità Relativa","%","145","Darfo Boario Terme","222","BS","2002-06-06T00:00:00.000",,"N","5080789","591371","10.17735680898138","45.87460210989037","
,  
(45.87460210989037, 10.17735680898138)"
"4045","Radiazione Globale","W/m²","145","Darfo Boario Terme","222","BS","2002-06-06T00:00:00.000",,"N","5080789","591371","10.17735680898138","45.87460210989037","
,  
(45.87460210989037, 10.17735680898138)"
"4048","Velocità Vento","m/s","145","Darfo Boario Terme","222","BS","2002-06-06T00:00:00.000",,"N","5080789","591371","10.17735680898138","45.87460210989037","
,  
(45.87460210989037, 10.17735680898138)"
"4049","Precipitazione","mm","145","Darfo Boario Terme","222","BS","2002-06-06T00:00:00.000",,"N","5080789","591371","10.17735680898138","45.87460210989037","
,  
(45.87460210989037, 10.17735680898138)"
"4050","Temperatura","°C","146","Mezzoldo Passo S.Marco","1824","BG","2003-05-30T00:00:00.000",,"N","5098490","548644","9.628646994972508","46.038255091957716","
,  
(46.038255091957716, 9.628646994972508)"
"4051","Umidità Relativa","%","146","Mezzoldo Passo S.Marco","1824","BG","2003-05-23T00:00:00.000",,"N","5098490","548644","9.628646994972508","46.038255091957716","
,  
(46.038255091957716, 9.628646994972508)"
"4053","Radiazione Globale","W/m²","146","Mezzoldo Passo S.Marco","1824","BG","2003-09-19T00:00:00.000",,"N","5098490","548644","9.628646994972508","46.038255091957716","
,  
(46.038255091957716, 9.628646994972508)"
"4056","Velocità Vento","m/s","146","Mezzoldo Passo S.Marco","1824","BG","2003-05-23T00:00:00.000",,"N","5098490","548644","9.628646994972508","46.038255091957716","
,  
(46.038255091957716, 9.628646994972508)"
"4057","Precipitazione","mm","146","Mezzoldo Passo S.Marco","1824","BG","2003-05-23T00:00:00.000",,"N","5098490","548644","9.628646994972508","46.038255091957716","
,  
(46.038255091957716, 9.628646994972508)"
"4058","Temperatura","°C","147","Cinisello Balsamo Parco Nord","142","MI","2002-05-30T00:00:00.000",,"N","5043257","516051","9.20560341214932","45.5426646784016","
,  
(45.5426646784016, 9.20560341214932)"
"4059","Umidità Relativa","%","147","Cinisello Balsamo Parco Nord","142","MI","2002-05-30T00:00:00.000",,"N","5043257","516051","9.20560341214932","45.5426646784016","
,  
(45.5426646784016, 9.20560341214932)"
"4060","Radiazione Globale","W/m²","147","Cinisello Balsamo Parco Nord","142","MI","2002-05-30T00:00:00.000",,"N","5043257","516051","9.20560341214932","45.5426646784016","
,  
(45.5426646784016, 9.20560341214932)"
"4064","Velocità Vento","m/s","147","Cinisello Balsamo Parco Nord","142","MI","2002-05-30T00:00:00.000",,"N","5043257","516051","9.20560341214932","45.5426646784016","
,  
(45.5426646784016, 9.20560341214932)"
"4065","Precipitazione","mm","147","Cinisello Balsamo Parco Nord","142","MI","2002-05-30T00:00:00.000",,"N","5043257","516051","9.20560341214932","45.5426646784016","
,  
(45.5426646784016, 9.20560341214932)"
"4066","Temperatura","°C","148","Arconate SMR","182","MI","2002-07-02T00:00:00.000",,"N","5043898","488082","8.847321929216262","45.54851735741946","
,  
(45.54851735741946, 8.847321929216262)"
"4067","Umidità Relativa","%","148","Arconate SMR","182","MI","2002-07-02T00:00:00.000",,"N","5043898","488082","8.847321929216262","45.54851735741946","
,  
(45.54851735741946, 8.847321929216262)"
"4069","Radiazione Globale","W/m²","148","Arconate SMR","182","MI","2002-07-02T00:00:00.000",,"N","5043898","488082","8.847321929216262","45.54851735741946","
,  
(45.54851735741946, 8.847321929216262)"
"4072","Velocità Vento","m/s","148","Arconate SMR","182","MI","2002-07-02T00:00:00.000",,"N","5043898","488082","8.847321929216262","45.54851735741946","
,  
(45.54851735741946, 8.847321929216262)"
"4082","Temperatura","°C","150","Pieve San Giacomo","39","CR","2002-07-04T00:00:00.000",,"N","4997179","594005","10.195261229381748","45.12182840590846","
,  
(45.12182840590846, 10.195261229381748)"
"4083","Umidità Relativa","%","150","Pieve San Giacomo","39","CR","2002-07-04T00:00:00.000",,"N","4997179","594005","10.195261229381748","45.12182840590846","
,  
(45.12182840590846, 10.195261229381748)"
"4085","Radiazione Globale","W/m²","150","Pieve San Giacomo","39","CR","2002-07-04T00:00:00.000",,"N","4997179","594005","10.195261229381748","45.12182840590846","
,  
(45.12182840590846, 10.195261229381748)"
"4088","Velocità Vento","m/s","150","Pieve San Giacomo","39","CR","2005-07-26T00:00:00.000",,"N","4997179","594005","10.195261229381748","45.12182840590846","
,  
(45.12182840590846, 10.195261229381748)"
"4089","Precipitazione","mm","150","Pieve San Giacomo","39","CR","2002-07-04T00:00:00.000",,"N","4997179","594005","10.195261229381748","45.12182840590846","
,  
(45.12182840590846, 10.195261229381748)"
"41","Precipitazione","mm","28","Chiesa in Valmalenco Alpe Entova","1905","SO","1989-10-28T00:00:00.000",,"N","5130098","564213","9.834123382219671","46.32141528836431","
,  
(46.32141528836431, 9.834123382219671)"
"4112","Precipitazione","mm","148","Arconate SMR","182","MI","2009-03-05T00:00:00.000",,"N","5043898","488082","8.847321929216262","45.54851735741946","
,  
(45.54851735741946, 8.847321929216262)"
"46","Precipitazione","mm","33","Lanzada Ganda","988","SO","1989-11-10T00:00:00.000",,"N","5124452","568154","9.884492288726006","46.270223168372866","
,  
(46.270223168372866, 9.884492288726006)"
"5048","Precipitazione","mm","163","Padenghe sul Garda","129","BS","2004-04-21T00:00:00.000","2008-08-25T00:00:00.000","S","5040086","617699","10.506631838137002","45.50437040528677","
,  
(45.50437040528677, 10.506631838137002)"
"5078","Livello Idrometrico","cm","1087","Edolo via Oglio","687","BS","2020-07-16T00:00:00.000",,"N","5113928","600670","10.304142464809734","46.17148915790521","
,  
(46.17148915790521, 10.304142464809734)"
"5080","Livello Idrometrico","cm","1088","Ottobiano via Manzoni","93","PV","2020-07-24T00:00:00.000",,"N","4999560","486707","8.83089984144416","45.14939125558276","
,  
(45.14939125558276, 8.83089984144416)"
"5082","Livello Idrometrico","cm","1089","Villanterio via Roma","72","PV","2020-07-24T00:00:00.000",,"N","5007042","528392","9.361597709879378","45.216294277346925","
,  
(45.216294277346925, 9.361597709879378)"
"5121","Temperatura","°C","166","Mantova Lunetta2 SMR","25","MN","2006-02-15T00:00:00.000",,"N","5002119","643358","10.823931433968092","45.157985278189244","
,  
(45.157985278189244, 10.823931433968092)"
"5122","Umidità Relativa","%","166","Mantova Lunetta2 SMR","25","MN","2006-01-08T00:00:00.000",,"N","5002119","643358","10.823931433968092","45.157985278189244","
,  
(45.157985278189244, 10.823931433968092)"
"5124","Radiazione Globale","W/m²","166","Mantova Lunetta2 SMR","25","MN","2006-01-08T00:00:00.000",,"N","5002119","643358","10.823931433968092","45.157985278189244","
,  
(45.157985278189244, 10.823931433968092)"
"5127","Velocità Vento","m/s","166","Mantova Lunetta2 SMR","25","MN","2006-01-08T00:00:00.000",,"N","5002119","643358","10.823931433968092","45.157985278189244","
,  
(45.157985278189244, 10.823931433968092)"
"5128","Precipitazione","mm","166","Mantova Lunetta2 SMR","25","MN","2006-01-08T00:00:00.000",,"N","5002119","643358","10.823931433968092","45.157985278189244","
,  
(45.157985278189244, 10.823931433968092)"
"53","Temperatura","°C","28","Chiesa in Valmalenco Alpe Entova","1905","SO","1989-10-28T00:00:00.000",,"N","5130098","564213","9.834123382219671","46.32141528836431","
,  
(46.32141528836431, 9.834123382219671)"
"5856","Precipitazione","mm","595","Filago v.Don Milani","190","BG","1991-12-07T00:00:00.000",,"N","5053519","543342","9.556084255790864","45.63386450908066","
,  
(45.63386450908066, 9.556084255790864)"
"5857","Precipitazione","mm","594","Bergamo v.Goisis","290","BG","1996-07-09T00:00:00.000",,"N","5062715","553620","9.688958745309764","45.715912469852206","
,  
(45.715912469852206, 9.688958745309764)"
"5858","Precipitazione","mm","596","Osio Sotto v.per Levate","182","BG","2000-04-04T00:00:00.000",,"N","5052072","547691","9.611737821812373","45.62055567939559","
,  
(45.62055567939559, 9.611737821812373)"
"5859","Precipitazione","mm","582","Bergamo v.S.Giorgio","249","BG","1989-01-01T00:00:00.000","2011-10-27T00:00:00.000","S","5058641","552746","9.677286764680007","45.67931285015467","
,  
(45.67931285015467, 9.677286764680007)"
"5860","Precipitazione","mm","584","Bergamo v.Garibaldi","249","BG","1994-06-15T00:00:00.000","2012-01-11T00:00:00.000","S","5060449","551482","9.66124914606551","45.69568034432694","
,  
(45.69568034432694, 9.66124914606551)"
"5861","Precipitazione","mm","586","Costa Volpino v.Nazionale","192","BG","1992-01-01T00:00:00.000",,"N","5075429","585212","10.09706172418631","45.82715793876258","
,  
(45.82715793876258, 10.09706172418631)"
"5863","Temperatura","°C","595","Filago v.Don Milani","190","BG","1991-12-07T00:00:00.000",,"N","5053519","543342","9.556084255790864","45.63386450908066","
,  
(45.63386450908066, 9.556084255790864)"
"5864","Temperatura","°C","594","Bergamo v.Goisis","290","BG","1996-09-13T00:00:00.000",,"N","5062715","553620","9.688958745309764","45.715912469852206","
,  
(45.715912469852206, 9.688958745309764)"
"5865","Temperatura","°C","596","Osio Sotto v.per Levate","182","BG","2000-04-04T00:00:00.000",,"N","5052072","547691","9.611737821812373","45.62055567939559","
,  
(45.62055567939559, 9.611737821812373)"
"5866","Temperatura","°C","582","Bergamo v.S.Giorgio","249","BG","1989-01-01T00:00:00.000","2010-04-14T00:00:00.000","S","5058641","552746","9.677286764680007","45.67931285015467","
,  
(45.67931285015467, 9.677286764680007)"
"5867","Temperatura","°C","584","Bergamo v.Garibaldi","249","BG","1994-06-16T00:00:00.000","2011-07-11T00:00:00.000","S","5060449","551482","9.66124914606551","45.69568034432694","
,  
(45.69568034432694, 9.66124914606551)"
"5868","Temperatura","°C","586","Costa Volpino v.Nazionale","192","BG","1993-07-26T00:00:00.000",,"N","5075429","585212","10.09706172418631","45.82715793876258","
,  
(45.82715793876258, 10.09706172418631)"
"5870","Precipitazione","mm","564","Erba v. Battisti","279","CO","2009-07-01T00:00:00.000",,"N","5072803","517232","9.221779204488435","45.808573806922965","
,  
(45.808573806922965, 9.221779204488435)"
"5871","Temperatura","°C","564","Erba v. Battisti","279","CO","2009-02-21T00:00:00.000",,"N","5072803","517232","9.221779204488435","45.808573806922965","
,  
(45.808573806922965, 9.221779204488435)"
"5872","Precipitazione","mm","562","Mariano Comense v.le Lombardia","256","CO","1996-09-23T00:00:00.000","2016-07-23T00:00:00.000","S","5059472","514067","9.180657768638271","45.68865731381679","
,  
(45.68865731381679, 9.180657768638271)"
"5873","Temperatura","°C","562","Mariano Comense v.le Lombardia","256","CO","1996-09-23T00:00:00.000","2016-07-23T00:00:00.000","S","5059472","514067","9.180657768638271","45.68865731381679","
,  
(45.68865731381679, 9.180657768638271)"
"5876","Precipitazione","mm","573","Colico v.La Madoneta","229","LC","1990-11-06T00:00:00.000",,"N","5109468","529713","9.384687247651794","46.1381409051264","
,  
(46.1381409051264, 9.384687247651794)"
"5877","Temperatura","°C","573","Colico v.La Madoneta","229","LC","1990-11-06T00:00:00.000",,"N","5109468","529713","9.384687247651794","46.1381409051264","
,  
(46.1381409051264, 9.384687247651794)"
"5878","Precipitazione","mm","574","Lecco v. Amendola","214","LC","1991-01-01T00:00:00.000","2008-09-25T00:00:00.000","S","5077479","530713","9.395577066893223","45.850191194578535","
,  
(45.850191194578535, 9.395577066893223)"
