ANNO,ATS STRUTTURA,CODICE DRG,DESCRIZIONE DRG,DEGENZA MEDIA TOTALE,ACCESSI MEDI TOTALE
2013,323 - ATS DELLA MONTAGNA,412,ANAMNESI DI T.M. CON ENDOSCOPIA,9.333333,0
2013,323 - ATS DELLA MONTAGNA,421,"MAL. DI ORIGINE VIRALE, ETA' > 17",6.269231,0
2013,323 - ATS DELLA MONTAGNA,544,SOSTITUZIONE DI ARTICOLAZIONI MAGGIORI O REIMPIANTO DEGLI ARTI INFERIORI,8.057803,0
2013,324 - ATS DELLA BRIANZA,047,"ALTRE MAL. OCCHIO, ETA' > 17 SENZA CC",3.087719,1.315789
2013,324 - ATS DELLA BRIANZA,071,LARINGOTRACHEITE,4.7,0
2013,324 - ATS DELLA BRIANZA,074,"ALTRE DIA. ORECCHIO, NASO, BOCCA, GOLA, ETA'< 18",6.591549,2.037037
2013,324 - ATS DELLA BRIANZA,236,FRATTURE ANCA E PELVI,22.735516,0
2013,324 - ATS DELLA BRIANZA,257,MASTECTOMIA TOTALE PER T.M. CON CC,4.979798,0
2013,324 - ATS DELLA BRIANZA,344,ALTRI INT. APP. RIPRODUTTIVO MASCH. PER T.M.,4.534884,0
2013,324 - ATS DELLA BRIANZA,348,IPERTROFIA PROSTATICA BENIGNA CON CC,4.266667,0
2013,324 - ATS DELLA BRIANZA,454,"ALTRE DIA. TRAUMATISMI, AVVEL., ETC. CON CC",5,0
2013,324 - ATS DELLA BRIANZA,473,"LEUCEMIA ACUTA SENZA INT. CHIR. MAGGIORI, ETA' >17",24.157895,1
2013,324 - ATS DELLA BRIANZA,494,COLECISTECT. LAPAR. SNZ. ESP. DOTTO COM. SNZ. CC,3.888318,0
2013,324 - ATS DELLA BRIANZA,547,BYPASS CORONAR. CON CATETERISMO CARDIACO CON DIAGNOSI CARDIOVASCOLARE MAGGIORE,16.863636,0
2013,325 - ATS DI BERGAMO,056,RINOPLASTICA,1.96679,0
2013,325 - ATS DI BERGAMO,083,TRAUMI MAGGIORI TORACE CON CC,7.857143,0
2013,325 - ATS DI BERGAMO,093,MALATTIA POLMONARE INTERSTIZIALE SENZA CC,10.958333,0
2013,325 - ATS DI BERGAMO,094,PNEUMOTORACE CON CC,9.072727,0
2013,325 - ATS DI BERGAMO,151,LISI DI ADERENZE PERITONEALI SENZA CC,6.8,0
2013,325 - ATS DI BERGAMO,190,"ALTRE DIA. APP. DIGERENTE, ET{  < 18",2.860215,1
2013,325 - ATS DI BERGAMO,237,"DISTORS., STIRAM., LUSSAZIONI ANCA, PELVI E COSCIA",13.5,0
2013,325 - ATS DI BERGAMO,251,"TRAUMI AVAMBRACCIO, MANO E PIEDE,ETA' >17 SENZA CC",4.693878,0
2013,325 - ATS DI BERGAMO,368,INFEZIONI APP. RIPRODUTTIVO FEMMINILE,5.236842,1
2013,325 - ATS DI BERGAMO,398,DISTURBI SIST. RETICOLOENDOT. E IMMUNIT. CON CC,9.933333,0
2013,325 - ATS DI BERGAMO,405,"LEUCEMIA ACUTA SENZA INT. CHIR. MAGGIORI,ETA' < 18",20.333333,1
2013,325 - ATS DI BERGAMO,407,"ALTERAZ. MIELOPROLIF.,ETC. CON INT. MAGG. SENZA CC",5.890756,0
2013,325 - ATS DI BERGAMO,444,"TRAUMATISMI, ETA' > 17 CON CC",11,0
2013,325 - ATS DI BERGAMO,471,INT.MAGG. BILATERALI/MULT. SU ARTICOLAZ. ARTI INF.,9.2,0
2013,325 - ATS DI BERGAMO,482,"TRACHEOSTOMIA PER DIST. ORALI,LARINGEI O FARINGEI",21.415584,0
2013,325 - ATS DI BERGAMO,485,"REIMPIANTO ARTI,INT. ANCA,FEMORE PER TRAUM. RILEV.",26.46875,0
2013,325 - ATS DI BERGAMO,492,CHEMIO ASSOC. DIA SEC. LEUCEMIA ACUTA O USO DI ALTE DOSI DI AGENTI CHEMIOT.,12.141667,8.405797
2013,325 - ATS DI BERGAMO,493,COLECISTECTOMIA LAPAR. SNZ. ESP. DOTTO COM. CON CC,10.697143,0
2013,325 - ATS DI BERGAMO,510,USTIONI NON ESTESE CON CC O TRAUMI RILEVANTI,13,0
2013,325 - ATS DI BERGAMO,522,ABUSO O DIPEND. ALCOOL/FARMACI CON T RIAB. SNZ. CC,9.97561,0
2013,325 - ATS DI BERGAMO,529,INTERVENTI DI ANASTOMOSI VENTRICOLARE CON CC,20.846154,0
2013,325 - ATS DI BERGAMO,561,INFEZIONI NON BATTERICHE DEL SISTEMA NERVOSO ECCETTO MENINGITE VIRALE,12.65,0
2013,325 - ATS DI BERGAMO,570,INT MAGG SU INTESTINO CRASSO E TENUE CON CC SENZA DIA GASTROINTESTINALE MAGG,20.708978,0
2013,326 - ATS DI BRESCIA,049,INT. MAGGIORI SU CAPO E SU COLLO,6.614286,0
2013,326 - ATS DI BRESCIA,088,MALATTIA POLMONARE CRONICO-OSTRUTTIVA,13.322768,0
2013,326 - ATS DI BRESCIA,171,ALTRI INT. SU APP. DIGERENTE SENZA CC,7.625,0
2013,326 - ATS DI BRESCIA,211,"INT.ANCA,FEMORE ESCL.ARTICOL.MAGG.,ETA'>17SENZA CC",8.079268,0
2013,326 - ATS DI BRESCIA,233,ALTRI INT. SIST. MUSCOLOSCHEL. E CONNETT. CON CC,11.226415,0
2013,326 - ATS DI BRESCIA,240,MAL. TESSUTO CONNETTIVO CON CC,15.84375,0
2013,326 - ATS DI BRESCIA,255,"TRAUMI BRACCIO, GAMBA ESCL. PIEDE, ETA' < 18",2.263158,1
2013,326 - ATS DI BRESCIA,274,T.M. MAMMELLA CON CC,13.95,0
2013,326 - ATS DI BRESCIA,336,PROSTATECTOMIA TRANSURETRALE CON CC,7.307692,0
2013,326 - ATS DI BRESCIA,346,T.M. APP. RIPRODUTTIVO MASCHILE CON CC,9,0
2013,326 - ATS DI BRESCIA,352,ALTRE DIA. APP. RIPRODUTTIVO MASCHILE,1.928571,1
2013,326 - ATS DI BRESCIA,368,INFEZIONI APP. RIPRODUTTIVO FEMMINILE,5.333333,1
2013,326 - ATS DI BRESCIA,398,DISTURBI SIST. RETICOLOENDOT. E IMMUNIT. CON CC,16.7,0
2013,326 - ATS DI BRESCIA,447,"REAZIONI ALLERGICHE, ETA' > 17",4.3125,0
2013,326 - ATS DI BRESCIA,465,RICOVERI SUCC. CON ANAMNESI T.M. COME DIA. SECOND.,2.285714,1
2013,326 - ATS DI BRESCIA,498,ARTRODESI VERTEBR. ESCL. QUELLA CERVICALE SENZA CC,8.349835,0
2013,326 - ATS DI BRESCIA,561,INFEZIONI NON BATTERICHE DEL SISTEMA NERVOSO ECCETTO MENINGITE VIRALE,15.22093,7
2013,327 - ATS DELLA VAL PADANA,069,"OTITE M.,INFEZ. VIE RESPIR. SUP.,ETA' >17 SENZA CC",4.155039,1
2013,327 - ATS DELLA VAL PADANA,075,INT. MAGGIORI SUL TORACE,13.661905,0
2013,327 - ATS DELLA VAL PADANA,084,TRAUMI MAGGIORI TORACE SENZA CC,5.076923,0
2013,327 - ATS DELLA VAL PADANA,111,INT. MAGGIORI SU SIST. CARDIOVASCOLARE SENZA CC,6.75,0
2013,327 - ATS DELLA VAL PADANA,113,"AMPUTAZ. PER MAL.CIRCOL. ESCL.ARTO SUP.,DITA PIEDE",15.217822,0
2013,327 - ATS DELLA VAL PADANA,238,OSTEOMIELITE,18.111111,1
2013,327 - ATS DELLA VAL PADANA,254,"TRAUMI BRACCIO, GAMBA ESCL. PIEDE,ETA'>17 SENZA CC",6.613208,2.2
2013,327 - ATS DELLA VAL PADANA,274,T.M. MAMMELLA CON CC,13.380952,0
2013,327 - ATS DELLA VAL PADANA,358,INT. UTERO E ANNESSI NON PER T.M. CON CC,7.466667,0
2013,327 - ATS DELLA VAL PADANA,488,INFEZ. HIV CON INTERVENTO CHIRURGICO ESTESO,42,0
2013,327 - ATS DELLA VAL PADANA,492,CHEMIO ASSOC. DIA SEC. LEUCEMIA ACUTA O USO DI ALTE DOSI DI AGENTI CHEMIOT.,31.222222,0
2013,327 - ATS DELLA VAL PADANA,494,COLECISTECT. LAPAR. SNZ. ESP. DOTTO COM. SNZ. CC,3.480437,0
2013,327 - ATS DELLA VAL PADANA,556,INT SISTEMA CARDIOVASC VIA PERCUTANEA CON STENT NOMED SENZA DIA CARDIOVASC MAGG,5.142857,0
2013,327 - ATS DELLA VAL PADANA,562,"CONVULSIONI, ETÃ > 17 ANNI CON CC",11.059524,0
2013,327 - ATS DELLA VAL PADANA,569,INT MAGG SU INTESTINO CRASSO E TENUE CON CC CON DIA GASTROINTESTINALE MAGG,18.591216,0
2013,327 - ATS DELLA VAL PADANA,576,"SETTICEMIA SENZA VENTILAZIONE MECCANICA  = 96 ORE, ETÃ > 17 ANNI",11.61547,3
2013,328 - ATS DI PAVIA,001,"CRANIOTOMIA, ETÃ > 17 ANNI CON CC",14.96875,0
2013,328 - ATS DI PAVIA,032,"COMMOZIONE CEREBRALE, ETA' > 17 SENZA CC",5.323077,0
2013,328 - ATS DI PAVIA,082,NEOPLASIE APP. RESPIRATORIO,12.300279,1
2013,328 - ATS DI PAVIA,140,ANGINA PECTORIS,6.909524,0
2013,328 - ATS DI PAVIA,145,ALTRE DIA. APP. CIRCOLATORIO SENZA CC,14.230909,1.083333
2013,328 - ATS DI PAVIA,155,"INT. ESOFAGO,STOMACO E DUODENO, ETA' >17 SENZA CC",14.769231,0
2013,328 - ATS DI PAVIA,164,APPENDICECTOMIA CON DIA. PRINC. COMPL. CON CC,10.588235,0
2013,328 - ATS DI PAVIA,176,ULCERA PEPTICA COMPLICATA,7.88,0
2013,328 - ATS DI PAVIA,204,MAL. PANCREAS ESCL. T.M.,10.246914,0
2013,328 - ATS DI PAVIA,220,"INT.ARTO INF.,OMERO ESCL.ANCA ETC.,ETA'< 18",3.531915,0
2013,328 - ATS DI PAVIA,235,FRATTURE FEMORE,7.034483,0
2013,328 - ATS DI PAVIA,238,OSTEOMIELITE,10.842105,0
2013,328 - ATS DI PAVIA,240,MAL. TESSUTO CONNETTIVO CON CC,15.834862,2
2013,328 - ATS DI PAVIA,323,CALCOLOSI URINARIA CON CC E/O LITOTRIPSIA (ESWL),3.795666,1
2013,328 - ATS DI PAVIA,344,ALTRI INT. APP. RIPRODUTTIVO MASCH. PER T.M.,2.833333,0
2013,328 - ATS DI PAVIA,353,"EVISC. PELVICA,ISTERECTOMIA E VULVECTOMIA RADICALE",10.526316,0
2013,328 - ATS DI PAVIA,385,NEONATI MORTI/TRASFERITI AD ALTRE STRUTT. ASSIST.,7.541667,0
2013,328 - ATS DI PAVIA,427,NEVROSI ESCL. NEVROSI DEPRESSIVE,6.9,1
2013,328 - ATS DI PAVIA,429,DISTURBI ORGANICI E RITARDO MENTALE,9.656,1.519231
2013,328 - ATS DI PAVIA,452,COMPLICAZIONI DI TRATTAMENTO CON CC,9.375,0
2013,328 - ATS DI PAVIA,454,"ALTRE DIA. TRAUMATISMI, AVVEL., ETC. CON CC",2.777778,0
2013,328 - ATS DI PAVIA,473,"LEUCEMIA ACUTA SENZA INT. CHIR. MAGGIORI, ETA' >17",20.522388,3.571429
2013,328 - ATS DI PAVIA,529,INTERVENTI DI ANASTOMOSI VENTRICOLARE CON CC,21.7,0
2013,328 - ATS DI PAVIA,551,IMP. PACEMAKER CARD. PERM DIA CARDIOV. MAGG. O DEFIBR (AICD) O GEN. DI IMPULSI,4.906977,0
2013,328 - ATS DI PAVIA,573,INTERVENTI MAGGIORI SULLA VESCICA,20.661538,0
2013,REGIONE LOMBARDIA,043,IFEMA,3.295082,0
2013,REGIONE LOMBARDIA,066,EPISTASSI,4.381323,1
2013,REGIONE LOMBARDIA,252,"TRAUMI AVAMBRACCIO, MANO E PIEDE,ETA' <18",1.613187,1
2013,REGIONE LOMBARDIA,484,CRANIOTOMIA PER TRAUMATISMI MULTIPLI RILEVANTI,20.85,0
2013,REGIONE LOMBARDIA,505,USTIONI EST. O A TUTTO SPESSORE CON VENTIL. MECC. = 96 ORE SENZA INNESTO DI CUTE,7.333333,0
2013,REGIONE LOMBARDIA,525,IMPIANTO DI ALTRO SISTEMA DI ASSISTENZA CARDIACA,49.388889,0
2013,REGIONE LOMBARDIA,539,LINFOMA E LEUCEMIA CON INTERVENTI CHIRURGICI MAGGIORI CON CC,13.564103,0
2013,REGIONE LOMBARDIA,547,BYPASS CORONAR. CON CATETERISMO CARDIACO CON DIAGNOSI CARDIOVASCOLARE MAGGIORE,16.170455,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,097,"BRONCHITE E ASMA, ETA' > 17 SENZA CC",7.753425,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,134,IPERTENSIONE,6.076923,1.375
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,195,COLECISTECTOMIA CON ESPLORAZ. DOTTO COM. CON CC,18.05,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,317,RICOVERO PER DIALISI RENALE,4.5,1.875
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,384,ALTRE DIA. PREPARTO SENZA CC MEDICHE,4.473637,1.050847
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,409,RADIOTERAPIA,6.349762,1.078431
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,431,DISTURBI MENTALI DELL'INFANZIA,5.399083,1.393162
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,508,USTIONESPESS SNZ TRPPELLE/LESINAL CON CC/TRAUMRIL,18.5,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,513,TRAPIANTO DI PANCREAS,13.2,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,536,IMP. DI DEFIBRILL. CARD. CON CATETERISMO CARD. SENZA IMA INSUFF. CARD. O SHOCK,15.124444,0
2014,322 - ATS DELL'INSUBRIA,098,"BRONCHITE E ASMA, ETA' < 18",4.713998,2
2014,322 - ATS DELL'INSUBRIA,183,"GASTROENT., MISCELL. MAL. DIGER.,ETA'> 17 SENZA CC",5.96,1.116279
2014,322 - ATS DELL'INSUBRIA,255,"TRAUMI BRACCIO, GAMBA ESCL. PIEDE, ETA' < 18",2.477273,0
2014,322 - ATS DELL'INSUBRIA,258,MASTECTOMIA TOTALE PER T.M. SENZA CC,4.063898,0
2014,322 - ATS DELL'INSUBRIA,312,"INT. SU URETRA, ETA' > 17 CON CC",7,0
2014,322 - ATS DELL'INSUBRIA,433,"DIPEND.ALCOOL/FARMACI,DIMESSO CONTRO PARERE SANIT.",1.45,0
2014,323 - ATS DELLA MONTAGNA,108,ALTRI INT. CARDIOTORACICI,4.333333,0
2014,323 - ATS DELLA MONTAGNA,190,"ALTRE DIA. APP. DIGERENTE, ET{  < 18",2.875,0
2014,323 - ATS DELLA MONTAGNA,208,MAL. VIE BILIARI SENZA CC,7.959064,1
2014,323 - ATS DELLA MONTAGNA,245,MAL. OSSO E ARTROPATIE SPECIFICHE SENZA CC,14.873239,1
2014,323 - ATS DELLA MONTAGNA,251,"TRAUMI AVAMBRACCIO, MANO E PIEDE,ETA' >17 SENZA CC",4.061224,1
2014,323 - ATS DELLA MONTAGNA,272,MAL. MAGGIORI DELLA PELLE CON CC,12.5,0
2014,323 - ATS DELLA MONTAGNA,303,INTERVENTI SU RENE E URETERE PER NEOPLASIA,12.333333,0
2014,323 - ATS DELLA MONTAGNA,312,"INT. SU URETRA, ETA' > 17 CON CC",14,0
2014,323 - ATS DELLA MONTAGNA,347,NEOPLASIE MALIGNE DELL'APPARATO GENITALE MASCHILE,4.526316,1
2014,323 - ATS DELLA MONTAGNA,348,IPERTROFIA PROSTATICA BENIGNA CON CC,2,0
2014,323 - ATS DELLA MONTAGNA,378,GRAVIDANZA ECTOPICA,2.2,1
2014,323 - ATS DELLA MONTAGNA,417,"SETTICEMIA, ETA' < 18",2.833333,0
2014,324 - ATS DELLA BRIANZA,021,MENINGITE VIRALE,18,0
2014,324 - ATS DELLA BRIANZA,033,"COMMOZIONE CEREBRALE, ETA' < 18",2.095652,0
2014,324 - ATS DELLA BRIANZA,049,INT. MAGGIORI SU CAPO E SU COLLO,4.383333,0
2014,324 - ATS DELLA BRIANZA,078,EMBOLIA POLMONARE,10.269639,0
2014,324 - ATS DELLA BRIANZA,137,"MAL. CARDIACHE CONGENITE E VALV.,ETA' < 18",4.929825,0
2014,324 - ATS DELLA BRIANZA,174,EMORRAGIA GASTROINTESTINALE CON CC,9.463557,0
2014,324 - ATS DELLA BRIANZA,250,"TRAUMI AVAMBRACCIO, MANO E PIEDE,ETA' >17 CON CC",21.666667,0
2014,324 - ATS DELLA BRIANZA,274,T.M. MAMMELLA CON CC,11.391304,0
2014,324 - ATS DELLA BRIANZA,283,MAL. MINORI DELLA PELLE CON CC,8.75,0
2014,324 - ATS DELLA BRIANZA,312,"INT. SU URETRA, ETA' > 17 CON CC",3.5,0
2014,324 - ATS DELLA BRIANZA,344,ALTRI INT. APP. RIPRODUTTIVO MASCH. PER T.M.,3.074074,0
2014,324 - ATS DELLA BRIANZA,349,IPERTROFIA PROSTATICA BENIGNA SENZA CC,2.222222,1
2014,324 - ATS DELLA BRIANZA,395,"ANOMALIE DEI GLOBULI ROSSI, ETA' > 17",10.07767,3.888889
2014,324 - ATS DELLA BRIANZA,420,"FEBBRE DI ORIGINE SCONOSCIUTA, ETA' > 17 SENZA CC",8.548387,0
2014,324 - ATS DELLA BRIANZA,425,REAZIONE ACUTA DI ADATTAMENTO E DISFUNZ. PSICOSOC.,9.24,5
2014,324 - ATS DELLA BRIANZA,427,NEVROSI ESCL. NEVROSI DEPRESSIVE,13.055556,2.47619
2014,324 - ATS DELLA BRIANZA,488,INFEZ. HIV CON INTERVENTO CHIRURGICO ESTESO,28.857143,0
2014,324 - ATS DELLA BRIANZA,492,CHEMIO ASSOC. DIA SEC. LEUCEMIA ACUTA O USO DI ALTE DOSI DI AGENTI CHEMIOT.,5.907455,22.333333
2014,324 - ATS DELLA BRIANZA,497,ARTRODESI VERTEBR. ESCL. QUELLA CERVICALE CON CC,17.833333,0
2014,325 - ATS DI BERGAMO,002,"CRANIOTOMIA, ETÃ > 17 ANNI SENZA CC",12.548209,0
2014,325 - ATS DI BERGAMO,007,INT. SU NERVI E ALTRI INT. SIST. NERVOSO CON CC,15.666667,0
2014,325 - ATS DI BERGAMO,030,"STUPORE E COMA TRAUMAT.,COMA < 1 H, ETA' < 18",5.826087,0
2014,325 - ATS DI BERGAMO,149,INT. MAGGIORI INTESTINO CRASSO E TENUE SENZA CC,9.371248,0
2014,325 - ATS DI BERGAMO,172,T.M. APP. DIGERENTE CON CC,13.872792,0
2014,325 - ATS DI BERGAMO,185,"MAL.DENTI,BOCCA ESCL. ESTRAZ. E RIPARAZ.,ETA' > 17",4.605263,1.042553
2014,325 - ATS DI BERGAMO,186,"MAL.DENTI,BOCCA ESCL. ESTRAZ. E RIPARAZ.,ETA' < 18",3.9,1
2014,325 - ATS DI BERGAMO,189,"ALTRE DIA. APP. DIGERENTE, ETA' > 17 SENZA CC",5.717262,1.045977
2014,325 - ATS DI BERGAMO,194,INT. SU VIE BILIARI ESCL. COLECISTECTOMIA SENZA CC,14.6,0
2014,325 - ATS DI BERGAMO,210,"INT.ANCA,FEMORE ESCL.ARTICOL.MAGG.,ETA'>17 CON CC",11.314885,0
2014,325 - ATS DI BERGAMO,263,TRAPIANTI PELLE E/O SBRIGL.PER ULCERE PELLE CON CC,5,0
2014,325 - ATS DI BERGAMO,276,PATOLOGIE NON MALIGNE DELLA MAMMELLA,10.294118,1
2014,325 - ATS DI BERGAMO,277,"CELLULITE, ETA' > 17 CON CC",14.4,0
2014,325 - ATS DI BERGAMO,279,"CELLULITE, ETA' < 18",3.972222,1
2014,325 - ATS DI BERGAMO,282,"TRAUMI PELLE,SOTTOCUT. E MAMMELLA,ETA' <18",1.898148,1
2014,325 - ATS DI BERGAMO,320,"INFEZIONI RENE E VIE URINARIE, ETA' > 17 CON CC",11.479769,0
2014,325 - ATS DI BERGAMO,323,CALCOLOSI URINARIA CON CC E/O LITOTRIPSIA (ESWL),4.168317,1.645161
2014,325 - ATS DI BERGAMO,338,INT. SUL TESTICOLO PER T.M.,1.931034,0
2014,325 - ATS DI BERGAMO,346,NEOPLASIE MALIGNE DELLAPPARATO GENITALE MASCHILE,12.347826,0
2014,325 - ATS DI BERGAMO,353,"EVISC. PELVICA,ISTERECTOMIA E VULVECTOMIA RADICALE",8.755556,0
2014,325 - ATS DI BERGAMO,389,NEONATI A TERMINE CON AFFEZIONI MAGGIORI,8.08229,1
2014,325 - ATS DI BERGAMO,454,"ALTRE DIA. TRAUMATISMI, AVVEL., ETC. CON CC",13.6,0
2014,325 - ATS DI BERGAMO,484,CRANIOTOMIA PER TRAUMATISMI MULTIPLI RILEVANTI,21.071429,0
2014,325 - ATS DI BERGAMO,525,IMPIANTO DI ALTRO SISTEMA DI ASSISTENZA CARDIACA,28,0
2014,325 - ATS DI BERGAMO,554,ALTRI INTERVENTI VASCOLARI CON CC SENZA DIAGNOSI CARDIOVASCOLARE MAGGIORE,8.272953,0
2014,326 - ATS DI BRESCIA,009,MAL. E TRAUMATISMI MIDOLLO SPINALE,42.579787,0
2014,326 - ATS DI BRESCIA,030,"STUPORE E COMA TRAUMAT.,COMA < 1 H, ETA' < 18",2.544554,0
2014,326 - ATS DI BRESCIA,097,"BRONCHITE E ASMA, ETA' > 17 SENZA CC",6.791845,0
2014,326 - ATS DI BRESCIA,135,"MAL. CARDIACHE CONGENITE E VALV.,ETA' >17 CON CC",11,0
2014,326 - ATS DI BRESCIA,177,ULCERA PEPTICA NON COMPLICATA CON CC,7.478261,0
2014,326 - ATS DI BRESCIA,204,MAL. PANCREAS ESCL. T.M.,8.692884,1
2014,326 - ATS DI BRESCIA,206,"MAL.FEGATO ESCL. T.M.,CIRROSI,EPAT.ALCOOL.SENZA CC",6.509091,1
2014,326 - ATS DI BRESCIA,218,"INT.ARTO INF.,OMERO ESCL.ANCA ETC.,ETA'>17 CON CC",12.103448,0
2014,326 - ATS DI BRESCIA,223,"INT. MAGG. SPALLA,GOMITO O ALTRI ARTO SUP. CON CC",6.783784,0
2014,326 - ATS DI BRESCIA,235,FRATTURE FEMORE,4.222222,0
2014,326 - ATS DI BRESCIA,286,INT. SU SURRENE ED IPOFISI,9.237705,0
2014,326 - ATS DI BRESCIA,291,INT. SU DOTTO TIREOGLOSSO,3.428571,0
2014,326 - ATS DI BRESCIA,302,TRAPIANTO RENALE,14.244898,0
2014,326 - ATS DI BRESCIA,303,INTERVENTI SU RENE E URETERE PER NEOPLASIA,9.630769,0
2014,326 - ATS DI BRESCIA,308,INT. MINORI SU VESCICA CON CC,8.454545,0
2014,326 - ATS DI BRESCIA,382,FALSO TRAVAGLIO,1.490566,0
2014,326 - ATS DI BRESCIA,413,"ALTRE ALTERAZIONI MIELOPROLIF., ETC. CON CC",11,0
2014,326 - ATS DI BRESCIA,455,"ALTRE DIA. TRAUMATISMI, AVVEL., ETC. SENZA CC",8.347826,1
2014,326 - ATS DI BRESCIA,465,RICOVERI SUCC. CON ANAMNESI T.M. COME DIA. SECOND.,2.7,0
2014,326 - ATS DI BRESCIA,488,INFEZ. HIV CON INTERVENTO CHIRURGICO ESTESO,24.25,0
2014,326 - ATS DI BRESCIA,497,ARTRODESI VERTEBR. ESCL. QUELLA CERVICALE CON CC,12.363636,0
2014,326 - ATS DI BRESCIA,564,"CEFALEA, ETÃ > 17 ANNI",5.157025,1
2014,326 - ATS DI BRESCIA,568,"INT ESOFAGO, STOMACO E DUODENO, ETÃ > 17 ANNI CON CC SENZA DIA GASTROINTEST MAGG",20.784884,0
2014,327 - ATS DELLA VAL PADANA,048,"ALTRE MAL. OCCHIO, ETA' < 18",2.625,1
2014,327 - ATS DELLA VAL PADANA,065,ALTERAZIONI DELL'EQUILIBRIO,4.993865,0
2014,327 - ATS DELLA VAL PADANA,073,"ALTRE DIA. ORECCHIO, NASO, BOCCA, GOLA, ETA'> 17",4.240283,2.183099
2014,327 - ATS DELLA VAL PADANA,084,TRAUMI MAGGIORI TORACE SENZA CC,5.829268,0
2014,327 - ATS DELLA VAL PADANA,090,"POLMONITE SEMPLICE E PLEURITE, ETA' > 17 SENZA CC",7.104478,5
2014,327 - ATS DELLA VAL PADANA,110,INT. MAGGIORI SU SIST. CARDIOVASCOLARE CON CC,11.230769,0
2014,327 - ATS DELLA VAL PADANA,123,"MAL.CARDIOVASC. CON IMA, DECEDUTI",6.333333,0
2014,327 - ATS DELLA VAL PADANA,140,ANGINA PECTORIS,4.782313,0
2014,327 - ATS DELLA VAL PADANA,181,OCCLUSIONE GASTROINTESTINALE SENZA CC,5.743697,1
2014,327 - ATS DELLA VAL PADANA,212,"INT.ANCA,FEMORE ESCL. ARTICOLAZ. MAGG.,ETA'< 18",13.666667,0
2014,327 - ATS DELLA VAL PADANA,218,"INT.ARTO INF.,OMERO ESCL.ANCA ETC.,ETA'>17 CON CC",12.417476,0
2014,327 - ATS DELLA VAL PADANA,243,AFFEZIONI MEDICHE DEL DORSO,11.127505,1
2014,327 - ATS DELLA VAL PADANA,357,INT. UTERO E ANNESSI PER T.M. DI OVAIO O ANNESSI,11.194444,0
2014,327 - ATS DELLA VAL PADANA,390,NEONATI CON ALTRE AFFEZIONI SIGNIFICATIVE,4.457895,1
2014,327 - ATS DELLA VAL PADANA,471,INT.MAGG. BILATERALI/MULT. SU ARTICOLAZ. ARTI INF.,7,0
2014,327 - ATS DELLA VAL PADANA,499,INT. DORSO E COLLO ESCL. ARTRODESI VERTEBR. CON CC,5,0
2014,328 - ATS DI PAVIA,026,"CONVULSIONI E CEFALEA, ETA' < 18",4.021739,1.285714
2014,328 - ATS DI PAVIA,065,ALTERAZIONI DELL'EQUILIBRIO,4.756849,1
2014,328 - ATS DI PAVIA,094,PNEUMOTORACE CON CC,10.731707,0
2014,328 - ATS DI PAVIA,104,INT. VALVOLE CARDIACHE CON CATETERISMO CARDIACO,19.991667,0
2014,328 - ATS DI PAVIA,140,ANGINA PECTORIS,7.231707,0
2014,328 - ATS DI PAVIA,173,NEOPLASIE MALIGNE DELL'APPARATO DIGERENTE SENZA CC,8.46281,1.444444
2014,328 - ATS DI PAVIA,178,ULCERA PEPTICA NON COMPLICATA SENZA CC,10.7,0
2014,328 - ATS DI PAVIA,180,OCCLUSIONE GASTROINTESTINALE CON CC,9.085271,1
2014,328 - ATS DI PAVIA,182,"GASTROENT., MISCELL. MAL. DIGER.,ETA'> 17 CON CC",9.453184,1.333333
2014,328 - ATS DI PAVIA,201,ALTRI INT. EPATOBILIARI O SU PANCREAS,14.571429,0
2014,328 - ATS DI PAVIA,208,MAL. VIE BILIARI SENZA CC,8.145374,1
2014,328 - ATS DI PAVIA,291,INT. SU DOTTO TIREOGLOSSO,2.6,0
2014,328 - ATS DI PAVIA,304,"INTERVENTI SU RENE E URETERE, NON PER NEOPLASIA CON CC",10.462264,0
2014,328 - ATS DI PAVIA,326,"SEGNI,SINTOMI RENE E VIE URINARIE,ETA'>17 SENZA CC",5.309735,1
2014,328 - ATS DI PAVIA,328,"STENOSI URETRALE, ETA' > 17 CON CC",4,0
2014,328 - ATS DI PAVIA,333,"ALTRE DIA. RENE E VIE URINARIE,ETA' <18",5.904762,0
2014,328 - ATS DI PAVIA,334,INT. MAGGIORI SU PELVI MASCHILE CON CC,13.151515,0
2014,328 - ATS DI PAVIA,338,INT. SUL TESTICOLO PER T.M.,2.809524,0
2014,328 - ATS DI PAVIA,348,IPERTROFIA PROSTATICA BENIGNA CON CC,10.25,0
2014,328 - ATS DI PAVIA,368,INFEZIONI APP. RIPRODUTTIVO FEMMINILE,5.205128,1
