ANNO,CODICE ATS RESIDENZA,DESCRIZIONE ATS RESIDENZA,COORDINATA GEOGRAFICA X,COORDINATA GEOGRAFICA Y,CODICE DISCIPLINA,DESCRIZIONE DISCIPLINA,TASSO RICOVERI STESSA ATS,TASSO RICOVERI ALTRA ATS,POSIZIONE
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,54,EMODIALISI,0,0.002055642120929,"(45.44410928, 9.198811423)"
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,34,OCULISTICA,1.00874852484461,0.535026841906535,"(45.80802245, 8.837196022)"
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,49,TERAPIA INTENSIVA,0.656127458548183,0.129938967281111,"(45.1439181, 10.02604335)"
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,12,CHIRURGIA PLASTICA,0.426913654592927,0.552019146087874,"(45.80802245, 8.837196022)"
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,02,DAY HOSPITAL,0.531070341523975,0.064528227464122,"(45.44410928, 9.198811423)"
2012,328,ATS DI PAVIA,9.14034225,45.20086141,51,ASTANTERIA,2.0161817251795,0.022402019168661,"(45.20086141, 9.14034225)"
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,52,DERMATOLOGIA,0.256955265116164,0.045517789820578,"(45.44410928, 9.198811423)"
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,01,ALLERGOLOGIA,0,0.024096425586083,"(45.69919245, 9.298423314)"
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,28,UNITA' SPINALE,0,0.027784545808167,"(45.80802245, 8.837196022)"
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,50,UNITA' CORONARICA,0.190382009170819,0.022557110091329,"(45.68701679, 9.63853045)"
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,66,ONCOEMATOLOGIA,0,0.020692244251251,"(46.33431031, 10.32968894)"
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,37,OSTETRICIA E GINECOLOGIA,11.4235909956137,3.44880203591823,"(45.1439181, 10.02604335)"
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,68,PNEUMOLOGIA,1.5131985998986,0.0654497664316,"(45.65171815, 10.25368782)"
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,65,ONCOEMATOLOGIA PEDIATRICA,0,0.020399750103061,"(45.69919245, 9.298423314)"
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,98,DAY SURGERY,5.34437585125609,0.203508569972002,"(45.44410928, 9.198811423)"
2016,328,ATS DI PAVIA,9.14034225,45.20086141,61,MEDICINA NUCLEARE,0,0.054751919054763,"(45.20086141, 9.14034225)"
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,33,NEUROPSICHIATRIA INFANTILE,0.088325405514818,0.157329628573269,"(45.68701679, 9.63853045)"
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,61,MEDICINA NUCLEARE,0.055981962785628,0.013632913217225,"(45.44410928, 9.198811423)"
2016,328,ATS DI PAVIA,9.14034225,45.20086141,35,ODONTOIATRIA E STOMATOLOGIA,0,0.073002558739684,"(45.20086141, 9.14034225)"
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,62,NEONATOLOGIA,0.853442720830455,0.037854314230383,"(45.65171815, 10.25368782)"
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,75,NEURO-RIABILITAZIONE,0.562606119371731,0.325453764120867,"(45.69919245, 9.298423314)"
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,02,DAY HOSPITAL,0.508446672146721,0.051775462037824,"(45.44410928, 9.198811423)"
2013,328,ATS DI PAVIA,9.14034225,45.20086141,25,MEDICINA DEL LAVORO,0.077839905554248,0.005559993253875,"(45.20086141, 9.14034225)"
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,52,DERMATOLOGIA,0.38768523322925,0.059708571712097,"(45.69919245, 9.298423314)"
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,68,PNEUMOLOGIA,0.418623441815912,0.230334295496965,"(45.68701679, 9.63853045)"
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,31,NIDO,0.224658651870727,0.065032767646789,"(46.33431031, 10.32968894)"
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,66,ONCOEMATOLOGIA,0,0.006156947631642,"(45.65171815, 10.25368782)"
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,69,RADIOLOGIA,0.027420070494508,0,"(45.69919245, 9.298423314)"
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,14,CHIRURGIA VASCOLARE,1.08211632305768,0.518822894616694,"(46.33431031, 10.32968894)"
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,62,NEONATOLOGIA,0.501034681086978,0.501034681086978,"(46.33431031, 10.32968894)"
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,37,OSTETRICIA E GINECOLOGIA,14.9237840364234,2.26473385316945,"(45.68701679, 9.63853045)"
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,10,CHIRURGIA MAXILLO-FACCIALE,0.19256180237847,0.28718268802996,"(45.69919245, 9.298423314)"
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,25,MEDICINA DEL LAVORO,0.014503099167261,0.007541611566976,"(45.44410928, 9.198811423)"
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,68,PNEUMOLOGIA,3.42940494910204,0.197850285525118,"(45.1439181, 10.02604335)"
2013,328,ATS DI PAVIA,9.14034225,45.20086141,43,UROLOGIA,6.29205903230171,0.9359321977356,"(45.20086141, 9.14034225)"
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,70,RADIOTERAPIA,0.472154465268987,0.034736159570198,"(45.1439181, 10.02604335)"
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,43,UROLOGIA,8.53921084665862,0.47296476541723,"(45.65171815, 10.25368782)"
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,21,GERIATRIA,0.544551352367819,0.065293927142424,"(45.1439181, 10.02604335)"
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,38,OTORINOLARINGOIATRIA,3.75525399813852,1.26903445432793,"(45.69919245, 9.298423314)"
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,36,ORTOPEDIA E TRAUMATOLOGIA,7.36637216968711,3.60655463613298,"(45.80802245, 8.837196022)"
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,58,GASTROENTEROLOGIA,0.769341608258458,0.075904941283025,"(45.1439181, 10.02604335)"
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,50,UNITA' CORONARICA,0.334230140577372,0.005235981314528,"(45.65171815, 10.25368782)"
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,38,OTORINOLARINGOIATRIA,3.3699205495324,1.32934701646942,"(45.1439181, 10.02604335)"
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,26,MEDICINA GENERALE,16.9639511209498,1.15900372040194,"(45.1439181, 10.02604335)"
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,56,RECUPERO E RIABILITAZIONE FUNZIONALE,7.96833314549564,0.808705804012729,"(45.65171815, 10.25368782)"
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,40,PSICHIATRIA,1.58531483854689,0.353583309539777,"(45.69919245, 9.298423314)"
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,64,ONCOLOGIA,0.468795433101705,0.845612015404974,"(46.33431031, 10.32968894)"
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,49,TERAPIA INTENSIVA,0.679325164994508,0.091949648720435,"(45.44410928, 9.198811423)"
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,24,MALATTIE INFETTIVE E TROPICALI,0.796510206265977,0.091949648720435,"(45.44410928, 9.198811423)"
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,51,ASTANTERIA,0,0.00294993952624,"(46.33431031, 10.32968894)"
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,56,RECUPERO E RIABILITAZIONE FUNZIONALE,4.65558666194605,2.42534536362941,"(45.69919245, 9.298423314)"
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,34,OCULISTICA,1.16806472026383,0.554761048526259,"(45.80802245, 8.837196022)"
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,19,"MALATTIE ENDOCRINE,DEL RICAMBIO E DELLA NUTRIZIONE",0,0.083237956508168,"(46.33431031, 10.32968894)"
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,14,CHIRURGIA VASCOLARE,0.906782890882358,0.064524399256335,"(45.65171815, 10.25368782)"
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,73,TERAPIA INTENSIVA NEONATALE,0,0.053510114898108,"(46.33431031, 10.32968894)"
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,26,MEDICINA GENERALE,13.1722947876732,1.20172679699925,"(45.44410928, 9.198811423)"
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,38,OTORINOLARINGOIATRIA,3.70743461937696,0.676374596091637,"(45.68701679, 9.63853045)"
2015,328,ATS DI PAVIA,9.14034225,45.20086141,12,CHIRURGIA PLASTICA,0,0.400931619289914,"(45.20086141, 9.14034225)"
2015,328,ATS DI PAVIA,9.14034225,45.20086141,21,GERIATRIA,0,0.021868997415814,"(45.20086141, 9.14034225)"
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,32,NEUROLOGIA,2.41110403624807,0.620018085021896,"(45.80802245, 8.837196022)"
2013,328,ATS DI PAVIA,9.14034225,45.20086141,98,DAY SURGERY,0,2.03866419308745,"(45.20086141, 9.14034225)"
2012,328,ATS DI PAVIA,9.14034225,45.20086141,70,RADIOTERAPIA,0,0.037336698614435,"(45.20086141, 9.14034225)"
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,73,TERAPIA INTENSIVA NEONATALE,0.035340534320606,0.019083888533128,"(45.80802245, 8.837196022)"
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,66,ONCOEMATOLOGIA,0.09891113632072,0,"(45.44410928, 9.198811423)"
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,37,OSTETRICIA E GINECOLOGIA,14.3398659574008,4.18280711725321,"(45.69919245, 9.298423314)"
2015,328,ATS DI PAVIA,9.14034225,45.20086141,43,UROLOGIA,5.29958704043213,0.958591053393157,"(45.20086141, 9.14034225)"
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,25,MEDICINA DEL LAVORO,0,0.00351825578951,"(45.65171815, 10.25368782)"
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,RM,RIABILITAZIONE DI MANTENIMENTO,0.080503940418535,0.006411818263423,"(45.80802245, 8.837196022)"
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,60,LUNGODEGENTI,0.796444470071617,0.052255406407414,"(45.68701679, 9.63853045)"
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,02,DAY HOSPITAL,0.030906765877385,0.103022552924617,"(45.1439181, 10.02604335)"
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,26,MEDICINA GENERALE,14.4762509722114,0.940180348606602,"(45.68701679, 9.63853045)"
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,64,ONCOLOGIA,0.546715989957065,0.445692383117173,"(46.33431031, 10.32968894)"
2014,328,ATS DI PAVIA,9.14034225,45.20086141,52,DERMATOLOGIA,0.220671644240835,0.027355988955475,"(45.20086141, 9.14034225)"
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,43,UROLOGIA,6.54902728119015,1.86479771836514,"(46.33431031, 10.32968894)"
2016,328,ATS DI PAVIA,9.14034225,45.20086141,73,TERAPIA INTENSIVA NEONATALE,0.016425575716429,0.005475191905476,"(45.20086141, 9.14034225)"
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,12,CHIRURGIA PLASTICA,1.35273133529905,0.221807079790135,"(45.44410928, 9.198811423)"
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,98,DAY SURGERY,0,1.30142175870214,"(46.33431031, 10.32968894)"
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,68,PNEUMOLOGIA,1.89946306516504,0.292480751941424,"(45.69919245, 9.298423314)"
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,14,CHIRURGIA VASCOLARE,0.841084504254898,0.403469700052681,"(45.80802245, 8.837196022)"
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,43,UROLOGIA,7.87885931186019,0.443927866883583,"(45.65171815, 10.25368782)"
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,58,GASTROENTEROLOGIA,0,0.121379824738088,"(45.65171815, 10.25368782)"
2015,328,ATS DI PAVIA,9.14034225,45.20086141,68,PNEUMOLOGIA,2.91404390565715,0.191353727388368,"(45.20086141, 9.14034225)"
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,60,LUNGODEGENTI,0.878602110631627,0.050567027950022,"(45.68701679, 9.63853045)"
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,32,NEUROLOGIA,3.22243204656668,0.159015718488887,"(45.65171815, 10.25368782)"
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,38,OTORINOLARINGOIATRIA,3.4330228808612,0.62468171376066,"(45.44410928, 9.198811423)"
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,30,NEUROCHIRURGIA,0.755183303583688,0.580312384228975,"(45.1439181, 10.02604335)"
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,40,PSICHIATRIA,2.29673957539831,0.124219516736157,"(45.44410928, 9.198811423)"
2016,328,ATS DI PAVIA,9.14034225,45.20086141,19,"MALATTIE ENDOCRINE,DEL RICAMBIO E DELLA NUTRIZIONE",0,0.005475191905476,"(45.20086141, 9.14034225)"
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,RM,RIABILITAZIONE DI MANTENIMENTO,0.296632892831329,0.001295340143368,"(45.1439181, 10.02604335)"
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,73,TERAPIA INTENSIVA NEONATALE,0.032486942134665,0.00609130165025,"(45.44410928, 9.198811423)"
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,40,PSICHIATRIA,1.69941333217752,0.211297938219734,"(45.68701679, 9.63853045)"
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,31,NIDO,0.615559753724587,0.123627063509541,"(45.1439181, 10.02604335)"
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,30,NEUROCHIRURGIA,0.918324717033113,0.662228528339371,"(45.1439181, 10.02604335)"
2012,328,ATS DI PAVIA,9.14034225,45.20086141,28,UNITA' SPINALE,0,0.01120100958433,"(45.20086141, 9.14034225)"
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,66,ONCOEMATOLOGIA,0,0.022706076566572,"(45.69919245, 9.298423314)"
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,24,MALATTIE INFETTIVE E TROPICALI,0.684521892739836,0.11776720735309,"(45.68701679, 9.63853045)"
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,50,UNITA' CORONARICA,0.415596423185728,0.01663553098426,"(45.44410928, 9.198811423)"
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,08,CARDIOLOGIA,6.34629913050266,1.45589928438612,"(45.80802245, 8.837196022)"
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,66,ONCOEMATOLOGIA,0,0.009018327947888,"(45.68701679, 9.63853045)"
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,34,OCULISTICA,1.27684996589716,0.321036562854143,"(45.44410928, 9.198811423)"
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,12,CHIRURGIA PLASTICA,1.30893022005735,0.212919315795995,"(45.44410928, 9.198811423)"
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,66,ONCOEMATOLOGIA,0,0.042455306141353,"(45.1439181, 10.02604335)"
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,36,ORTOPEDIA E TRAUMATOLOGIA,15.0298834001089,0.875811179239318,"(45.65171815, 10.25368782)"
2014,328,ATS DI PAVIA,9.14034225,45.20086141,07,CARDIOCHIRURGIA,0.527058720542159,0.399397438749941,"(45.20086141, 9.14034225)"
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,12,CHIRURGIA PLASTICA,0.558016276519706,0.481384827809135,"(45.80802245, 8.837196022)"
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,67,PENSIONANTI,0,0.09734800436591,"(46.33431031, 10.32968894)"
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,29,NEFROLOGIA,0.618012441045997,0.010314533091171,"(45.65171815, 10.25368782)"
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,36,ORTOPEDIA E TRAUMATOLOGIA,14.7883215817739,0.803292899492164,"(45.65171815, 10.25368782)"
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,13,CHIRURGIA TORACICA,0.332942944948019,0.089326155961664,"(45.68701679, 9.63853045)"
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,24,MALATTIE INFETTIVE E TROPICALI,0.758821183472315,0.081205596328785,"(45.68701679, 9.63853045)"
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,10,CHIRURGIA MAXILLO-FACCIALE,0.812590386192917,0.19703063246833,"(45.1439181, 10.02604335)"
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,66,ONCOEMATOLOGIA,0,0.006108644866949,"(45.65171815, 10.25368782)"
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,71,REUMATOLOGIA,0,0.145348219484311,"(45.69919245, 9.298423314)"
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,26,MEDICINA GENERALE,13.2001590479675,1.20989221974697,"(45.44410928, 9.198811423)"
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,08,CARDIOLOGIA,8.2372516417239,0.671313984063488,"(45.44410928, 9.198811423)"
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,68,PNEUMOLOGIA,2.86914673297056,0.249233015066729,"(46.33431031, 10.32968894)"
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,RM,RIABILITAZIONE DI MANTENIMENTO,0.018970342350472,0.003210365628541,"(45.44410928, 9.198811423)"
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,33,NEUROPSICHIATRIA INFANTILE,0.006465695605396,0.173280642224613,"(45.1439181, 10.02604335)"
2012,328,ATS DI PAVIA,9.14034225,45.20086141,24,MALATTIE INFETTIVE E TROPICALI,1.25451307344502,0.119477435566192,"(45.20086141, 9.14034225)"
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,32,NEUROLOGIA,3.38728397722692,0.362536783505117,"(45.68701679, 9.63853045)"
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,10,CHIRURGIA MAXILLO-FACCIALE,0.328460101758228,0.13156805196478,"(45.68701679, 9.63853045)"
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,38,OTORINOLARINGOIATRIA,5.43209409205997,0.165182462096217,"(45.65171815, 10.25368782)"
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,01,ALLERGOLOGIA,0.046654211405985,0,"(45.44410928, 9.198811423)"
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,31,NIDO,0.490475118612274,0.051501402201412,"(45.44410928, 9.198811423)"
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,51,ASTANTERIA,0,0.00270685321096,"(45.68701679, 9.63853045)"
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,58,GASTROENTEROLOGIA,0.614455678887808,0.055039348622843,"(45.68701679, 9.63853045)"
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,33,NEUROPSICHIATRIA INFANTILE,0.300462812331923,0.112881056566689,"(45.69919245, 9.298423314)"
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,13,CHIRURGIA TORACICA,0.560328726186029,0.346870163829447,"(46.33431031, 10.32968894)"
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,47,GRANDI USTIONATI,0,0.014940139839709,"(45.69919245, 9.298423314)"
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,12,CHIRURGIA PLASTICA,0,0.530989114723148,"(46.33431031, 10.32968894)"
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,08,CARDIOLOGIA,9.93117627794916,0.323188703523359,"(45.65171815, 10.25368782)"
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,48,NEFROLOGIA (ABILITAZIONE TRAPIANTO RENE),0.565781463938972,0.031990874374578,"(45.68701679, 9.63853045)"
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,35,ODONTOIATRIA E STOMATOLOGIA,0,0.031035338905901,"(45.1439181, 10.02604335)"
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,28,UNITA' SPINALE,0,0.007760490566477,"(45.1439181, 10.02604335)"
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,68,PNEUMOLOGIA,1.66672537434738,0.075604037599262,"(45.65171815, 10.25368782)"
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,65,ONCOEMATOLOGIA PEDIATRICA,0,0.018377077846715,"(45.80802245, 8.837196022)"
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,24,MALATTIE INFETTIVE E TROPICALI,0.676136502204592,0.18753537312391,"(45.69919245, 9.298423314)"
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,02,DAY HOSPITAL,0.000879563947377,0.036941685789853,"(45.65171815, 10.25368782)"
2015,328,ATS DI PAVIA,9.14034225,45.20086141,07,CARDIOCHIRURGIA,0.572238765713786,0.375417788971465,"(45.20086141, 9.14034225)"
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,RM,RIABILITAZIONE DI MANTENIMENTO,0.10955565639388,0.002827242745649,"(45.80802245, 8.837196022)"
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,33,NEUROPSICHIATRIA INFANTILE,0.270511723754117,0.037906101417774,"(45.65171815, 10.25368782)"
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,08,CARDIOLOGIA,8.51308121071387,0.717068689473358,"(45.44410928, 9.198811423)"
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,73,TERAPIA INTENSIVA NEONATALE,0.122055308245524,0.003438177697057,"(45.65171815, 10.25368782)"
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,34,OCULISTICA,1.22808679366314,0.550063232344383,"(45.69919245, 9.298423314)"
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,58,GASTROENTEROLOGIA,0,0.334031942913054,"(46.33431031, 10.32968894)"
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,RM,RIABILITAZIONE DI MANTENIMENTO,0.311338911703255,0.001286524428526,"(45.1439181, 10.02604335)"
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,40,PSICHIATRIA,1.89352388713031,0.101858526342182,"(45.1439181, 10.02604335)"
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,38,OTORINOLARINGOIATRIA,3.93790730160794,0.668207155053858,"(45.68701679, 9.63853045)"
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,28,UNITA' SPINALE,0.008603253234178,0.003441301293671,"(45.65171815, 10.25368782)"
2016,324,ATS DELLA BRIANZA,9.298423314,45.69919245,21,GERIATRIA,0.832137257016751,0.03318593248322,"(45.69919245, 9.298423314)"
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,12,CHIRURGIA PLASTICA,1.6501478014496,0.16814447660736,"(45.44410928, 9.198811423)"
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,49,TERAPIA INTENSIVA,0.552033784467609,0.073604504595681,"(45.68701679, 9.63853045)"
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,60,LUNGODEGENTI,0.29779333712343,0.101876667963279,"(45.80802245, 8.837196022)"
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,10,CHIRURGIA MAXILLO-FACCIALE,0.920911547221938,0.184958358501035,"(45.1439181, 10.02604335)"
2016,324,ATS DELLA BRIANZA,9.298423314,45.69919245,52,DERMATOLOGIA,0.133573378244962,0.053927140285233,"(45.69919245, 9.298423314)"
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,02,DAY HOSPITAL,0,0.123897460102068,"(46.33431031, 10.32968894)"
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,69,RADIOLOGIA,0,0.006966495337325,"(45.80802245, 8.837196022)"
2016,324,ATS DELLA BRIANZA,9.298423314,45.69919245,40,PSICHIATRIA,1.58628757269793,0.365874905627505,"(45.69919245, 9.298423314)"
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,30,NEUROCHIRURGIA,0.896451195557973,0.811193140948119,"(45.69919245, 9.298423314)"
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,40,PSICHIATRIA,1.62262046447849,0.199111117517904,"(45.68701679, 9.63853045)"
2016,328,ATS DI PAVIA,9.14034225,45.20086141,28,UNITA' SPINALE,0,0.014600511747937,"(45.20086141, 9.14034225)"
2016,324,ATS DELLA BRIANZA,9.298423314,45.69919245,60,LUNGODEGENTI,0.005807538184564,0.302821633909386,"(45.69919245, 9.298423314)"
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,37,OSTETRICIA E GINECOLOGIA,14.4891628593798,2.24157674382147,"(45.68701679, 9.63853045)"
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,50,UNITA' CORONARICA,0.208027881435506,0.032771515568607,"(45.80802245, 8.837196022)"
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,08,CARDIOLOGIA,6.03498648747352,2.02438894828056,"(45.69919245, 9.298423314)"
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,36,ORTOPEDIA E TRAUMATOLOGIA,8.35317434873737,3.56568337871476,"(45.80802245, 8.837196022)"
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,56,RECUPERO E RIABILITAZIONE FUNZIONALE,8.07658410890078,0.780521088284172,"(45.65171815, 10.25368782)"
2012,328,ATS DI PAVIA,9.14034225,45.20086141,49,TERAPIA INTENSIVA,0.855010398270564,0.080273902021036,"(45.20086141, 9.14034225)"
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,18,EMATOLOGIA,0.245013438490452,0.148166910438483,"(45.69919245, 9.298423314)"
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,19,"MALATTIE ENDOCRINE,DEL RICAMBIO E DELLA NUTRIZIONE",0.466495053032006,0.085524093055868,"(45.80802245, 8.837196022)"
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,37,OSTETRICIA E GINECOLOGIA,18.002813666528,0.832211226581137,"(45.65171815, 10.25368782)"
