ANNO,ATS STRUTTURA,CODICE STRUTTURA DI RICOVERO,DESCRIZIONE STRUTTURA DI RICOVERO,CODICE MDC,DESCRIZIONE MDC,DEGENZA MEDIA TOTALE,ACCESSI MEDI TOTALE
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030057-00,OSPEDALE M. MELLONI - MILANO,10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",5.969697,0
2015,322 - ATS DELL'INSUBRIA,030282-02,OSPEDALE LUINI CONFALONIERI - LUINO,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,8.333333,0
2017,325 - ATS DI BERGAMO,030382-00,OSPEDALE M. O. ANTONIO LOCATELLI-PIARIO,19,MALATTIE E DISTURBI MENTALI,5.75,0
2017,326 - ATS DI BRESCIA,030167-00,OSPEDALE DEI BAMBINI - BRESCIA,05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,5.121951,1
2013,327 - ATS DELLA VAL PADANA,030239-00,OSP.CIVILE DESTRA SECCHIA-PIEVE CORIANO,03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",3.756757,0
2014,325 - ATS DI BERGAMO,030905-00,OSPEDALE PAPA GIOVANNI XXIII - BG,15,MALATTIE E DISTURBI PERIODO PERINATALE,17.697793,1
2014,322 - ATS DELL'INSUBRIA,030902-00,OSPEDALE S. ANNA - COMO,PR,PREMDC (DRG SENZA SPECIFICA MDC),43,0
2012,324 - ATS DELLA BRIANZA,030931-00,ISTITUTO SCIENTIFICO MEDEA-BOSISIO P.,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,10.166667,3.666667
2013,322 - ATS DELL'INSUBRIA,030011-00,OSPEDALE DI CUASSO - CUASSO AL MONTE,06,MALATTIE E DISTURBI APPARATO DIGERENTE,28.5,0
2014,326 - ATS DI BRESCIA,030362-00,RESIDENZA ANNI AZZURRI - REZZATO,18,MALATTIE INFETTIVE E PARASSITARIE,23.666667,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030367-00,OSPEDALE S. GIUSEPPE - MILANO,25,INFEZIONI DA HIV,6,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030283-00,OSPEDALE G.CASATI-PASSIRANA RHO,04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,26.484,0
2016,326 - ATS DI BRESCIA,030177-00,CASA DI CURA VILLA GEMMA-GARDONE RIV,06,MALATTIE E DISTURBI APPARATO DIGERENTE,7,0
2015,322 - ATS DELL'INSUBRIA,030901-02,OSPEDALE F. DEL PONTE - VARESE,02,MALATTIE E DISTURBI OCCHIO,6,2.333333
2013,326 - ATS DI BRESCIA,030942-00,IRCCS S.GIOVANNI DI DIO-FBF- BRESCIA,03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",40,0
2016,326 - ATS DI BRESCIA,030167-00,OSPEDALE DEI BAMBINI - BRESCIA,24,TRAUMATISMI MULTIPLI,13.25,0
2015,325 - ATS DI BERGAMO,030350-00,OSPEDALE S.ISIDORO - TRESCORE B.,09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",13.666667,0
2016,327 - ATS DELLA VAL PADANA,030259-00,CASA DI CURA S. CLEMENTE - MANTOVA,03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",3.333333,1
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030101-00,CASA DI CURA VILLA LETIZIA - MILANO,01,MALATTIE E DISTURBI SISTEMA NERVOSO,1,0
2017,325 - ATS DI BERGAMO,030379-00,HABILITA IST.CLINICO-OSP.LE DI SARNICO,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,7.4,0
2016,328 - ATS DI PAVIA,030203-00,OSPEDALE ASILO VITTORIA - MORTARA,02,MALATTIE E DISTURBI OCCHIO,8,0
2017,322 - ATS DELL'INSUBRIA,030009-00,OSPEDALE A.BELLINI - SOMMA LOMBARDO,18,MALATTIE INFETTIVE E PARASSITARIE,13.135135,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030085-01,OSPEDALE UBOLDO - CERNUSCO S/NAVIGLIO,13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,7.529412,0
2015,327 - ATS DELLA VAL PADANA,030219-00,CASA DI CURA FIGLIE DI S.CAMILLO-CR,18,MALATTIE INFETTIVE E PARASSITARIE,8.8,0
2012,326 - ATS DI BRESCIA,030163-00,PRESIDIO OSPEDALIERO DI ISEO,24,TRAUMATISMI MULTIPLI,6,0
2012,326 - ATS DI BRESCIA,030154-02,STABILIMENTO OSPEDALIERO DI ORZINUOVI,16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,6,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030125-00,CASA DI CURA AMBROSIANA SPA-CESANO B.,07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,4.896825,0
2012,328 - ATS DI PAVIA,030194-00,OSPEDALE CIVILE - VOGHERA,PR,PREMDC (DRG SENZA SPECIFICA MDC),28.103448,0
2013,322 - ATS DELL'INSUBRIA,030930-00,FOND.S.MAUGERI-CL.LAVORO E RIAB.-TRADATE,11,MALATTIE E DISTURBI RENE E VIE URINARIE,2,0
2015,324 - ATS DELLA BRIANZA,030931-00,ISTITUTO SCIENTIFICO MEDEA-BOSISIO P.,06,MALATTIE E DISTURBI APPARATO DIGERENTE,8,5.9
2017,328 - ATS DI PAVIA,030190-00,OSPEDALE CARLO MIRA-CASORATE PRIMO,16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,9.1,0
2014,323 - ATS DELLA MONTAGNA,030274-01,OSPEDALE VALCAMONICA - ESINE,20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,5.836066,0
2014,322 - ATS DELL'INSUBRIA,030037-00,CASA DI CURA VILLA S. BENEDETTO-ALBESE,20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,24.888889,0
2015,326 - ATS DI BRESCIA,030906-00,PRES.OSPEDAL.SPEDALI CIVILI BRESCIA,20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,7.4125,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030281-01,OSPEDALE CIVILE DI LEGNANO,PR,PREMDC (DRG SENZA SPECIFICA MDC),46.891089,0
2017,323 - ATS DELLA MONTAGNA,030031-00,OSP. MORIGGIA PELASCINI - GRAVEDONA,NA,MDC NON APPLICABILE,11.166667,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030071-01,OSPEDALE S. MARIA DELLE STELLE MELZO,PR,PREMDC (DRG SENZA SPECIFICA MDC),38.428571,0
2013,323 - ATS DELLA MONTAGNA,030026-00,OSPEDALE ERBA-  RENALDI - MENAGGIO,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,19.2,1
2015,324 - ATS DELLA BRIANZA,030033-00,CASA DI CURA BEATO L.TALAMONI-LECCO,07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,5.829787,0
2016,322 - ATS DELL'INSUBRIA,030009-00,OSPEDALE A.BELLINI - SOMMA LOMBARDO,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,15.052632,0
2014,326 - ATS DI BRESCIA,030159-00,PRESIDIO OSPEDALIERO DI MONTICHIARI,21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",5.782609,0
2014,325 - ATS DI BERGAMO,030148-00,POLICLINICO SAN PIETRO  - PONTE S. PIETRO,24,TRAUMATISMI MULTIPLI,14,0
2015,327 - ATS DELLA VAL PADANA,030907-00,OSPEDALE C. POMA - MANTOVA,24,TRAUMATISMI MULTIPLI,16.771429,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030074-00,OSPEDALE CIVILE G. FORNAROLI - MAGENTA,  ,PREMDC (DRG SENZA SPECIFICA MDC),13.0625,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030104-00,CASA DI CURA S.RAFFAELE TURRO,08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,19.041667,0
2013,323 - ATS DELLA MONTAGNA,030035-00,C.O.F. LANZO HOSPITAL - RAMPONIO VERNA,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,1,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030923-00,FOND.IRCCS IST.NAZ.NEUROLOGICO C.BESTA-MILANO,09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",4,0
2014,326 - ATS DI BRESCIA,030157-00,OSPEDALE CIVILE LA MEMORIA DI GAVARDO,PR,PREMDC (DRG SENZA SPECIFICA MDC),29.857143,0
2013,324 - ATS DELLA BRIANZA,030920-00,I.N.R.C.A.- PRESIDIO DI CASATENOVO,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,4,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030072-01,OSPEDALE DI  VIZZOLO PREDABISSI,NA,MDC NON APPLICABILE,1,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030281-01,OSPEDALE CIVILE DI LEGNANO,20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,7.090909,0
2014,328 - ATS DI PAVIA,030201-00,CASA DI CURA CITTADELLA SOCIALE,01,MALATTIE E DISTURBI SISTEMA NERVOSO,24.758621,0
2017,327 - ATS DELLA VAL PADANA,030218-00,CASA DI CURA S. CAMILLO - CREMONA,07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,4.571429,0
2017,327 - ATS DELLA VAL PADANA,030355-00,OSPEDALE DI SUZZARA S.P.A.,13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,3.833333,0
2013,323 - ATS DELLA MONTAGNA,030035-00,C.O.F. LANZO HOSPITAL - RAMPONIO VERNA,10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",23.875,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030071-01,OSPEDALE S. MARIA DELLE STELLE MELZO,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,4.772727,1
2015,328 - ATS DI PAVIA,030198-00,ISTITUTO CLINICO BEATO MATTEO,19,MALATTIE E DISTURBI MENTALI,7.928571,0
2016,323 - ATS DELLA MONTAGNA,030044-00,OSPEDALE DI CHIAVENNA,13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,3.590909,1
2016,326 - ATS DI BRESCIA,030906-00,PRES.OSPEDAL.SPEDALI CIVILI BRESCIA,24,TRAUMATISMI MULTIPLI,17.35,0
2015,327 - ATS DELLA VAL PADANA,030908-00,ISTITUTI OSPITALIERI - CREMONA,NA,MDC NON APPLICABILE,13.6,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030936-01,IST.AUXOLOGICO ITALIANO-I.S. S.LUCA-MILANO,02,MALATTIE E DISTURBI OCCHIO,7.071429,0
2015,326 - ATS DI BRESCIA,030156-00,OSPEDALE DI DESENZANO,19,MALATTIE E DISTURBI MENTALI,7.7,0
2016,324 - ATS DELLA BRIANZA,030931-00,ISTITUTO SCIENTIFICO MEDEA-BOSISIO P.,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,18.846154,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030104-00,CASA DI CURA S.RAFFAELE TURRO,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,6.571429,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030913-00,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,24,TRAUMATISMI MULTIPLI,21.157895,0
2015,328 - ATS DI PAVIA,030203-00,OSPEDALE ASILO VITTORIA - MORTARA,20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,7.923077,0
2015,325 - ATS DI BERGAMO,030143-00,CLINICHE GAVAZZENI SPA - BERGAMO,20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,5.666667,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030912-00,P.O. CENTRO TRAUMATOLOGICO ORTOPEDICO - MILANO,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,1,4
2016,327 - ATS DELLA VAL PADANA,030239-00,OSP.CIVILE DESTRA SECCHIA-PIEVE CORIANO,12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,2.913043,1
2017,327 - ATS DELLA VAL PADANA,030357-00,OSP. SAN PELLEGRINO - CASTIGLIONE D/S,24,TRAUMATISMI MULTIPLI,8.857143,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030923-00,FOND.IRCCS IST.NAZ.NEUROLOGICO C.BESTA-MILANO,03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",6.076923,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030100-00,CASA DI CURA IGEA - MILANO,20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,4.068182,0
2015,325 - ATS DI BERGAMO,030905-00,OSPEDALE PAPA GIOVANNI XXIII - BG,25,INFEZIONI DA HIV,21.971831,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030096-00,CASA DI CURA DEL POLICLINICO - MILANO,04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,37.15,0
2012,322 - ATS DELL'INSUBRIA,030282-01,OSPED.CIRCOLO CAUSA PIA LUVINI-CITTIGLIO,22,USTIONI,2,1
2014,326 - ATS DI BRESCIA,030176-00,ISTITUTO CLINICO  S. ANNA - BRESCIA,25,INFEZIONI DA HIV,4,0
2014,328 - ATS DI PAVIA,030383-00,NUOVO OSPEDALE DI BRONI E STRADELLA ,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,5.721311,1
2014,323 - ATS DELLA MONTAGNA,030044-00,OSPEDALE DI CHIAVENNA,10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",5.25,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030083-00,OSPEDALE DELMATI - SANT'ANGELO LODIGIANO,25,INFEZIONI DA HIV,15.25641,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030072-02,OSPEDALE A. ZAPPATONI-CASSANO D'ADDA,05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,21.157025,0
2016,328 - ATS DI PAVIA,030198-00,ISTITUTO CLINICO BEATO MATTEO,02,MALATTIE E DISTURBI OCCHIO,5.4,0
2013,323 - ATS DELLA MONTAGNA,030026-00,OSPEDALE ERBA-  RENALDI - MENAGGIO,16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,7.1875,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030934-00,"CENTRO CARDIOLOGICO ""FOND. MONZINO"" - MILANO",16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,6.2,0
2017,324 - ATS DELLA BRIANZA,030034-00,CASA DI CURA G.B. MANGIONI - LECCO,02,MALATTIE E DISTURBI OCCHIO,2.333333,0
2015,323 - ATS DELLA MONTAGNA,030904-00,OSPEDALE MORELLI - SONDALO,15,MALATTIE E DISTURBI PERIODO PERINATALE,1.090909,0
2017,323 - ATS DELLA MONTAGNA,030042-00,OSPEDALE SONDRIO,24,TRAUMATISMI MULTIPLI,12.2,0
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030074-00,OSPEDALE CIVILE G. FORNAROLI - MAGENTA,25,INFEZIONI DA HIV,7.5,0
2017,326 - ATS DI BRESCIA,030158-00,OSPEDALE DI LENO,20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,13.75,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030066-00,OSPEDALE G.SALVINI-GARBAGNATE MIL.SE,19,MALATTIE E DISTURBI MENTALI,9.490234,0
2015,326 - ATS DI BRESCIA,030176-00,ISTITUTO CLINICO  S. ANNA - BRESCIA,20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,7,0
2014,326 - ATS DI BRESCIA,030158-00,OSPEDALE DI LENO,20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,3,0
2013,328 - ATS DI PAVIA,030938-00,FOND.MAUGERI-CENTRO MEDICO DI PAVIA,  ,PREMDC (DRG SENZA SPECIFICA MDC),2.5,0
2014,324 - ATS DELLA BRIANZA,030033-00,CASA DI CURA BEATO L.TALAMONI-LECCO,18,MALATTIE INFETTIVE E PARASSITARIE,10.555556,0
2016,325 - ATS DI BERGAMO,030138-00,OSP.LE SS.TRINITA'-ROMANO DI LOMBARDIA,16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,8.821429,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030083-00,OSPEDALE DELMATI - SANT'ANGELO LODIGIANO,11,MALATTIE E DISTURBI RENE E VIE URINARIE,18.09375,0
2012,325 - ATS DI BERGAMO,030354-00,NEPHROCARE S.P.A.,16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,6.666667,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030934-00,"CENTRO CARDIOLOGICO ""FOND. MONZINO"" - MILANO",16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,6.4375,0
2014,323 - ATS DELLA MONTAGNA,030904-00,OSPEDALE MORELLI - SONDALO,  ,PREMDC (DRG SENZA SPECIFICA MDC),43,0
2017,322 - ATS DELL'INSUBRIA,030037-00,CASA DI CURA VILLA S. BENEDETTO-ALBESE,20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,29,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030936-01,IST.AUXOLOGICO ITALIANO-I.S. S.LUCA-MILANO,12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,14,0
2013,326 - ATS DI BRESCIA,030177-00,CASA DI CURA VILLA GEMMA-GARDONE RIV,16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,6.5,0
2013,327 - ATS DELLA VAL PADANA,030218-00,CASA DI CURA S. CAMILLO - CREMONA,19,MALATTIE E DISTURBI MENTALI,13,0
2017,328 - ATS DI PAVIA,030194-00,OSPEDALE CIVILE - VOGHERA,20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,5.022222,7
2017,327 - ATS DELLA VAL PADANA,030219-00,CASA DI CURA FIGLIE DI S.CAMILLO-CR,18,MALATTIE INFETTIVE E PARASSITARIE,11,0
2016,326 - ATS DI BRESCIA,030161-00,PRESIDIO OSPEDALIERO DI SALO',21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",1,0
2014,323 - ATS DELLA MONTAGNA,030031-00,OSP. MORIGGIA PELASCINI - GRAVEDONA,20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,3,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030389-02,POLO CHIRURGICO CAPITANIO - MILANO,09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",2.571429,1
2013,323 - ATS DELLA MONTAGNA,030904-00,OSPEDALE MORELLI - SONDALO,15,MALATTIE E DISTURBI PERIODO PERINATALE,1.357143,0
2015,324 - ATS DELLA BRIANZA,030931-00,ISTITUTO SCIENTIFICO MEDEA-BOSISIO P.,19,MALATTIE E DISTURBI MENTALI,9.139535,1.325301
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030913-00,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,24,TRAUMATISMI MULTIPLI,24.701149,0
2014,326 - ATS DI BRESCIA,030932-00,FONDAZIONE S.MAUGERI - LUMEZZANE,19,MALATTIE E DISTURBI MENTALI,45,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030363-00,RESIDENZA ANNI AZZURRI MIRASOLE - OPERA,10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",50,0
2015,325 - ATS DI BERGAMO,030360-00,FERB-ONLUS C.TRO ALZHEIMER-GAZZANIGA,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,21,0
2012,322 - ATS DELL'INSUBRIA,030009-00,OSP. CIRCOLO A.BELLINI - SOMMA LOMBARDO,13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,0,1
2013,325 - ATS DI BERGAMO,030905-00,OSPEDALE PAPA GIOVANNI XXIII - BG,20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,6.677419,6
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030950-00,SAN RAFFAELE TURRO,13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,2.777778,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030116-00,CLINICA SAN CARLO - PADERNO DUGNANO,16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,13.95122,0
2017,326 - ATS DI BRESCIA,030369-00,CENTRO MEDICO RICHIEDEI-PALAZZOLO S/O,18,MALATTIE INFETTIVE E PARASSITARIE,8.1875,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030072-01,OSPEDALE DI  VIZZOLO PREDABISSI,20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,7.940299,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030948-00,IRCCS MULTIMEDICA - MILANO,PR,PREMDC (DRG SENZA SPECIFICA MDC),52.375,0
2017,324 - ATS DELLA BRIANZA,030106-00,CASA DI CURA POLICLINICO - MONZA,24,TRAUMATISMI MULTIPLI,6,0
2017,323 - ATS DELLA MONTAGNA,030044-00,OSPEDALE DI CHIAVENNA,20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,5.4,0
2017,328 - ATS DI PAVIA,030201-00,CASA DI CURA CITTADELLA SOCIALE,04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,8,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030103-00,CASA DI CURA PALAZZOLO-FOND.DON GNOCCHI,09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",26.473684,0
2015,326 - ATS DI BRESCIA,030366-00,DOMINATO LEONENSE SANITA' - LENO,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,16.333333,0
2012,322 - ATS DELL'INSUBRIA,030012-00,OSPEDALE CARLO ONDOLI - ANGERA,22,USTIONI,0,1
2013,324 - ATS DELLA BRIANZA,030920-00,I.N.R.C.A.- PRESIDIO DI CASATENOVO,10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",5,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030057-00,OSPEDALE M. MELLONI - MILANO,02,MALATTIE E DISTURBI OCCHIO,3,0
2017,328 - ATS DI PAVIA,030202-00,IST.DI CURA CITTA'DI PAVIA,19,MALATTIE E DISTURBI MENTALI,5,0
2017,328 - ATS DI PAVIA,030191-00,OSPEDALE S.MARTINO - MEDE,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,7.192982,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030914-00,OSPEDALE S. PAOLO - MILANO,25,INFEZIONI DA HIV,12.596639,0
2015,325 - ATS DI BERGAMO,030132-00,OSPEDALE CIVILE - S.GIOVANNI BIANCO,20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,2,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030946-00,ISTITUTO ORTOPEDICO GALEAZZI SPA - MILANO,19,MALATTIE E DISTURBI MENTALI,7,0
2016,326 - ATS DI BRESCIA,030154-01,PRESIDIO OSPEDALIERO DI CHIARI,15,MALATTIE E DISTURBI PERIODO PERINATALE,4.866667,0
2017,326 - ATS DI BRESCIA,030183-00,OSPEDALE VILLA DEI COLLI DI LONATO,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,16.5,0
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030912-00,P.O. CENTRO TRAUMATOLOGICO ORTOPEDICO,06,MALATTIE E DISTURBI APPARATO DIGERENTE,1,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030058-00,OSPEDALE BASSINI - CINISELLO BALSAMO,22,USTIONI,5,0
2016,324 - ATS DELLA BRIANZA,030909-00,OSPEDALE S.GERARDO - MONZA,24,TRAUMATISMI MULTIPLI,12.625,0
2013,325 - ATS DI BERGAMO,030145-00,CLINICA  CASTELLI - BERGAMO,13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,25,0
2015,323 - ATS DELLA MONTAGNA,030044-00,OSPEDALE DI CHIAVENNA,25,INFEZIONI DA HIV,7,0
2014,322 - ATS DELL'INSUBRIA,030030-00,OSPEDALE  VALDUCE ,24,TRAUMATISMI MULTIPLI,4.5,0
2016,325 - ATS DI BERGAMO,030382-00,OSPEDALE M. O. ANTONIO LOCATELLI-PIARIO,02,MALATTIE E DISTURBI OCCHIO,6,0
2015,325 - ATS DI BERGAMO,030138-00,OSP.LE SS.TRINITA'-ROMANO DI LOMBARDIA,NA,MDC NON APPLICABILE,13.25,0
2016,326 - ATS DI BRESCIA,030177-00,CASA DI CURA VILLA GEMMA-GARDONE RIV,21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",7,0
2016,326 - ATS DI BRESCIA,030175-00,CASA DI CURA S. CAMILLO - BRESCIA,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,13.666667,0
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030352-00,POLO GERIATRICO RIABILITATIVO-CINISELLO,09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",30,0
2017,322 - ATS DELL'INSUBRIA,030930-00,IRCCS CENTRO MEDICO TRADATE,25,INFEZIONI DA HIV,10,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030112-00,IST.CLINICO S.AMBROGIO SPA-MILANO,18,MALATTIE INFETTIVE E PARASSITARIE,7.5,0
