ANNO,ATS STRUTTURA,CODICE MDC,DESCRIZIONE MDC,DEGENZA MEDIA TOTALE,ACCESSI MEDI TOTALE
2013,REGIONE LOMBARDIA,24,TRAUMATISMI MULTIPLI,16.677074,0
2014,323 - ATS DELLA MONTAGNA,02,MALATTIE E DISTURBI OCCHIO,3.383275,1
2014,323 - ATS DELLA MONTAGNA,07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,10.161569,1
2014,328 - ATS DI PAVIA,20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,9.899529,5
2015,326 - ATS DI BRESCIA,22,USTIONI,9.090909,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,7.355699,6.352941
2016,328 - ATS DI PAVIA,21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",6.040067,1
2016,328 - ATS DI PAVIA,PR,PREMDC (DRG SENZA SPECIFICA MDC),32.602247,0
2017,323 - ATS DELLA MONTAGNA,PR,PREMDC (DRG SENZA SPECIFICA MDC),40.748201,0
2017,327 - ATS DELLA VAL PADANA,19,MALATTIE E DISTURBI MENTALI,12.650364,5.048387
2017,328 - ATS DI PAVIA,22,USTIONI,6.352941,1
2012,327 - ATS DELLA VAL PADANA,20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,17.015152,15.333333
2013,323 - ATS DELLA MONTAGNA,18,MALATTIE INFETTIVE E PARASSITARIE,14.362264,0
2013,325 - ATS DI BERGAMO,24,TRAUMATISMI MULTIPLI,17.980769,0
2013,328 - ATS DI PAVIA,20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,8.797342,1
2014,326 - ATS DI BRESCIA,15,MALATTIE E DISTURBI PERIODO PERINATALE,12.785438,0
2014,326 - ATS DI BRESCIA,24,TRAUMATISMI MULTIPLI,14.349315,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,15,MALATTIE E DISTURBI PERIODO PERINATALE,9.918618,1
2015,323 - ATS DELLA MONTAGNA,18,MALATTIE INFETTIVE E PARASSITARIE,12.869312,1
2015,323 - ATS DELLA MONTAGNA,20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,6.045714,0
2015,328 - ATS DI PAVIA,20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,10.374793,6
2016,323 - ATS DELLA MONTAGNA,22,USTIONI,4.878788,0
2016,323 - ATS DELLA MONTAGNA,24,TRAUMATISMI MULTIPLI,12.627119,0
2016,324 - ATS DELLA BRIANZA,20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,10.322034,0
2016,327 - ATS DELLA VAL PADANA,20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,17.846608,0
2017,323 - ATS DELLA MONTAGNA,22,USTIONI,4.071429,0
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,25,INFEZIONI DA HIV,14.393567,12.673469
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,PR,PREMDC (DRG SENZA SPECIFICA MDC),33.776284,0
2012,325 - ATS DI BERGAMO,25,INFEZIONI DA HIV,21.272727,0
2012,326 - ATS DI BRESCIA,21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",5.751914,1
2012,327 - ATS DELLA VAL PADANA,21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",6.285956,1
2012,REGIONE LOMBARDIA,24,TRAUMATISMI MULTIPLI,16.517615,0
2013,323 - ATS DELLA MONTAGNA,22,USTIONI,7.517241,1
2013,323 - ATS DELLA MONTAGNA,PR,PREMDC (DRG SENZA SPECIFICA MDC),41,0
2013,324 - ATS DELLA BRIANZA,22,USTIONI,7.95,1
2014,323 - ATS DELLA MONTAGNA,09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",5.858513,1
2014,324 - ATS DELLA BRIANZA,22,USTIONI,8.064516,1
2014,325 - ATS DI BERGAMO,22,USTIONI,6.633333,1
2014,325 - ATS DI BERGAMO,PR,PREMDC (DRG SENZA SPECIFICA MDC),39.826007,0
2014,327 - ATS DELLA VAL PADANA,12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,5.379569,1
2014,327 - ATS DELLA VAL PADANA,24,TRAUMATISMI MULTIPLI,14.173913,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,8.218575,3.882353
2015,325 - ATS DI BERGAMO,02,MALATTIE E DISTURBI OCCHIO,1.963285,1
2015,325 - ATS DI BERGAMO,19,MALATTIE E DISTURBI MENTALI,16.113859,11.709677
2015,326 - ATS DI BRESCIA,15,MALATTIE E DISTURBI PERIODO PERINATALE,12.811014,0
2015,327 - ATS DELLA VAL PADANA,PR,PREMDC (DRG SENZA SPECIFICA MDC),26.584559,0
2016,322 - ATS DELL'INSUBRIA,22,USTIONI,6.925926,1
2016,323 - ATS DELLA MONTAGNA,PR,PREMDC (DRG SENZA SPECIFICA MDC),37.10084,0
2016,326 - ATS DI BRESCIA,10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",5.328104,1
2016,326 - ATS DI BRESCIA,25,INFEZIONI DA HIV,19.616438,0
2016,328 - ATS DI PAVIA,20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,9.58216,7
2017,323 - ATS DELLA MONTAGNA,25,INFEZIONI DA HIV,12,0
2012,326 - ATS DI BRESCIA,20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,6.524648,0
2012,328 - ATS DI PAVIA,15,MALATTIE E DISTURBI PERIODO PERINATALE,10.356798,2
2013,323 - ATS DELLA MONTAGNA,15,MALATTIE E DISTURBI PERIODO PERINATALE,5.572581,0
2014,327 - ATS DELLA VAL PADANA,25,INFEZIONI DA HIV,11.988372,0
2014,328 - ATS DI PAVIA,22,USTIONI,7.454545,1
2015,327 - ATS DELLA VAL PADANA,15,MALATTIE E DISTURBI PERIODO PERINATALE,8.304073,0
2015,328 - ATS DI PAVIA,07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,9.358608,1.333333
2015,REGIONE LOMBARDIA,25,INFEZIONI DA HIV,16.062331,11
2016,322 - ATS DELL'INSUBRIA,15,MALATTIE E DISTURBI PERIODO PERINATALE,9.887435,1
2016,324 - ATS DELLA BRIANZA,15,MALATTIE E DISTURBI PERIODO PERINATALE,8.549117,1
2012,323 - ATS DELLA MONTAGNA,22,USTIONI,5.916667,0
2012,327 - ATS DELLA VAL PADANA,18,MALATTIE INFETTIVE E PARASSITARIE,10.452639,1
2012,328 - ATS DI PAVIA,07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,9.402532,3.628571
2013,325 - ATS DI BERGAMO,15,MALATTIE E DISTURBI PERIODO PERINATALE,11.925926,1
2013,327 - ATS DELLA VAL PADANA,19,MALATTIE E DISTURBI MENTALI,12.261108,4.149425
2013,327 - ATS DELLA VAL PADANA,25,INFEZIONI DA HIV,16.538462,0
2014,323 - ATS DELLA MONTAGNA,08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,10.197561,1
2014,326 - ATS DI BRESCIA,07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,7.718725,1
2014,326 - ATS DI BRESCIA,22,USTIONI,11.216216,1
2014,327 - ATS DELLA VAL PADANA,20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,16.848485,11
2014,327 - ATS DELLA VAL PADANA,PR,PREMDC (DRG SENZA SPECIFICA MDC),28.967611,0
2015,324 - ATS DELLA BRIANZA,PR,PREMDC (DRG SENZA SPECIFICA MDC),35.165505,0
2015,325 - ATS DI BERGAMO,07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,8.020817,1.922297
2015,327 - ATS DELLA VAL PADANA,10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",5.936923,1
2015,327 - ATS DELLA VAL PADANA,22,USTIONI,5.285714,15.857143
2016,325 - ATS DI BERGAMO,02,MALATTIE E DISTURBI OCCHIO,2.004372,1
2016,327 - ATS DELLA VAL PADANA,10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",5.850575,1
2016,328 - ATS DI PAVIA,25,INFEZIONI DA HIV,15.495726,0
2012,324 - ATS DELLA BRIANZA,10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",6.431549,1.273608
2013,325 - ATS DI BERGAMO,PR,PREMDC (DRG SENZA SPECIFICA MDC),41.263261,0
2013,326 - ATS DI BRESCIA,22,USTIONI,9.985294,0
2013,328 - ATS DI PAVIA,24,TRAUMATISMI MULTIPLI,12.445946,0
2014,322 - ATS DELL'INSUBRIA,22,USTIONI,8.083333,1
2014,323 - ATS DELLA MONTAGNA,03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",3.187894,1
2014,323 - ATS DELLA MONTAGNA,19,MALATTIE E DISTURBI MENTALI,10.965302,1
2014,325 - ATS DI BERGAMO,20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,7.132258,0
2014,326 - ATS DI BRESCIA,25,INFEZIONI DA HIV,16.482412,0
2014,328 - ATS DI PAVIA,PR,PREMDC (DRG SENZA SPECIFICA MDC),35.669663,0
2015,328 - ATS DI PAVIA,25,INFEZIONI DA HIV,15.104167,0
2016,325 - ATS DI BERGAMO,10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",5.093575,1.152439
2016,326 - ATS DI BRESCIA,24,TRAUMATISMI MULTIPLI,14.648148,0
2016,327 - ATS DELLA VAL PADANA,22,USTIONI,7.75,13.166667
2013,322 - ATS DELL'INSUBRIA,12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,5.059201,1.200567
2017,324 - ATS DELLA BRIANZA,24,TRAUMATISMI MULTIPLI,17.57732,0
2017,326 - ATS DI BRESCIA,22,USTIONI,10.742424,1
2016,322 - ATS DELL'INSUBRIA,20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,10.277228,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,06,MALATTIE E DISTURBI APPARATO DIGERENTE,7.520279,1.068372
2015,324 - ATS DELLA BRIANZA,14,"GRAVIDANZA, PARTO E PUERPERIO",3.992051,1.029018
2017,326 - ATS DI BRESCIA,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,5.557746,1.08316
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,02,MALATTIE E DISTURBI OCCHIO,2.734018,1.008955
2016,326 - ATS DI BRESCIA,11,MALATTIE E DISTURBI RENE E VIE URINARIE,5.648003,1.123066
2012,REGIONE LOMBARDIA,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,6.961024,2.835746
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,4.469958,2.174796
2013,328 - ATS DI PAVIA,09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",4.183968,1.006257
2014,322 - ATS DELL'INSUBRIA,07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,7.780457,1.985294
2013,324 - ATS DELLA BRIANZA,15,MALATTIE E DISTURBI PERIODO PERINATALE,9.80454,1
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",5.649274,1.087223
2015,328 - ATS DI PAVIA,09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",4.051396,1.01138
2014,326 - ATS DI BRESCIA,11,MALATTIE E DISTURBI RENE E VIE URINARIE,5.700996,1.227303
2014,322 - ATS DELL'INSUBRIA,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,6.37931,1.171315
2016,327 - ATS DELLA VAL PADANA,NA,MDC NON APPLICABILE,10.458333,1
2013,324 - ATS DELLA BRIANZA,  ,PREMDC (DRG SENZA SPECIFICA MDC),11,3.5
2013,326 - ATS DI BRESCIA,18,MALATTIE INFETTIVE E PARASSITARIE,10.482709,1.75
2012,323 - ATS DELLA MONTAGNA,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,17.885125,2.947368
2013,328 - ATS DI PAVIA,05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,10.076697,1.036566
2013,REGIONE LOMBARDIA,06,MALATTIE E DISTURBI APPARATO DIGERENTE,6.630359,1.056886
2017,REGIONE LOMBARDIA,20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,9.741205,5.117647
2016,326 - ATS DI BRESCIA,21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",5.839827,1.061224
2013,REGIONE LOMBARDIA,14,"GRAVIDANZA, PARTO E PUERPERIO",3.913047,1.004521
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,8.788334,2.442029
2014,REGIONE LOMBARDIA,10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",6.088248,1.237751
2017,324 - ATS DELLA BRIANZA,15,MALATTIE E DISTURBI PERIODO PERINATALE,8.067512,1
2016,324 - ATS DELLA BRIANZA,21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",6.335799,1.1
2017,322 - ATS DELL'INSUBRIA,PR,PREMDC (DRG SENZA SPECIFICA MDC),37.117241,0
2015,REGIONE LOMBARDIA,02,MALATTIE E DISTURBI OCCHIO,2.666054,1.024144
2013,324 - ATS DELLA BRIANZA,08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,8.663337,1.826829
2012,328 - ATS DI PAVIA,01,MALATTIE E DISTURBI SISTEMA NERVOSO,19.602357,7.971591
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,24,TRAUMATISMI MULTIPLI,19.125,0
2017,325 - ATS DI BERGAMO,18,MALATTIE INFETTIVE E PARASSITARIE,11.944444,3
2016,325 - ATS DI BERGAMO,12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,4.085308,1.002161
2017,322 - ATS DELL'INSUBRIA,06,MALATTIE E DISTURBI APPARATO DIGERENTE,7.286151,1.020916
2012,324 - ATS DELLA BRIANZA,18,MALATTIE INFETTIVE E PARASSITARIE,12.247691,4.833333
2017,322 - ATS DELL'INSUBRIA,13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,3.044423,1
2017,323 - ATS DELLA MONTAGNA,05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,8.460238,1
2012,322 - ATS DELL'INSUBRIA,05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,8.65122,1.200229
2017,325 - ATS DI BERGAMO,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,9.931068,1.044658
2017,326 - ATS DI BRESCIA,18,MALATTIE INFETTIVE E PARASSITARIE,10.667699,2.5
2015,326 - ATS DI BRESCIA,21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",6.062791,1.025
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,4.648585,1.09458
2014,325 - ATS DI BERGAMO,16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,8.410353,1.466667
2017,328 - ATS DI PAVIA,16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,9.413703,4.292135
2013,REGIONE LOMBARDIA,08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,8.512018,1.22707
2017,REGIONE LOMBARDIA,15,MALATTIE E DISTURBI PERIODO PERINATALE,10.055315,1.25
2016,326 - ATS DI BRESCIA,16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,7.325486,5.421053
2012,325 - ATS DI BERGAMO,  ,PREMDC (DRG SENZA SPECIFICA MDC),16.956522,1
2012,324 - ATS DELLA BRIANZA,16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,8.717571,2.486726
2017,324 - ATS DELLA BRIANZA,10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",6.076074,1.161871
2012,323 - ATS DELLA MONTAGNA,03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",3.053993,1.011407
2012,322 - ATS DELL'INSUBRIA,09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",5.181212,1.25915
2013,323 - ATS DELLA MONTAGNA,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,6.461679,1.033654
2015,REGIONE LOMBARDIA,10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",5.934346,1.162189
2017,323 - ATS DELLA MONTAGNA,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,8.570225,1.119792
2017,325 - ATS DI BERGAMO,02,MALATTIE E DISTURBI OCCHIO,1.857274,1
2014,326 - ATS DI BRESCIA,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,5.252394,1.082716
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",5.262145,1.121149
2014,328 - ATS DI PAVIA,01,MALATTIE E DISTURBI SISTEMA NERVOSO,20.203028,3.08365
2016,326 - ATS DI BRESCIA,PR,PREMDC (DRG SENZA SPECIFICA MDC),29.849866,1
2017,328 - ATS DI PAVIA,10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",4.329378,1.294118
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",7.194436,1.330595
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,5.220641,2.42624
2017,322 - ATS DELL'INSUBRIA,10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",6.413089,1.193939
2013,322 - ATS DELL'INSUBRIA,18,MALATTIE INFETTIVE E PARASSITARIE,11.647456,2.2
2015,325 - ATS DI BERGAMO,06,MALATTIE E DISTURBI APPARATO DIGERENTE,7.855102,1.041127
2016,325 - ATS DI BERGAMO,11,MALATTIE E DISTURBI RENE E VIE URINARIE,6.365188,1.390326
2013,325 - ATS DI BERGAMO,03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",2.406144,1.226845
2012,326 - ATS DI BRESCIA,05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,7.88194,1.325617
2015,REGIONE LOMBARDIA,04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,11.098282,1.171047
2016,325 - ATS DI BERGAMO,14,"GRAVIDANZA, PARTO E PUERPERIO",3.883624,1.009414
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,18,MALATTIE INFETTIVE E PARASSITARIE,13.361247,2.030303
2014,325 - ATS DI BERGAMO,08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,8.668403,1.207623
2014,325 - ATS DI BERGAMO,11,MALATTIE E DISTURBI RENE E VIE URINARIE,6.197125,1.485149
2012,REGIONE LOMBARDIA,01,MALATTIE E DISTURBI SISTEMA NERVOSO,15.488278,4.547804
2014,323 - ATS DELLA MONTAGNA,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,12.153153,5.342857
2015,328 - ATS DI PAVIA,05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,9.950879,1.005693
2012,326 - ATS DI BRESCIA,09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",4.19144,1.031476
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,11,MALATTIE E DISTURBI RENE E VIE URINARIE,6.749299,2.362143
2012,325 - ATS DI BERGAMO,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,6.16357,1.303333
2012,REGIONE LOMBARDIA,12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,4.645512,1.077179
2013,328 - ATS DI PAVIA,02,MALATTIE E DISTURBI OCCHIO,5.00346,1.063712
2012,REGIONE LOMBARDIA,22,USTIONI,11.037168,3
2012,324 - ATS DELLA BRIANZA,06,MALATTIE E DISTURBI APPARATO DIGERENTE,6.270938,1.266289
2016,322 - ATS DELL'INSUBRIA,10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",6.381255,1.452514
2016,325 - ATS DI BERGAMO,08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,8.467479,1.203618
2014,325 - ATS DI BERGAMO,21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",7.669374,1.034483
2017,327 - ATS DELLA VAL PADANA,08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,9.39565,1.045296
2013,328 - ATS DI PAVIA,10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",7.59294,1.873016
2013,325 - ATS DI BERGAMO,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,8.880332,1.097175
2016,327 - ATS DELLA VAL PADANA,03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",2.944233,1.090508
2014,322 - ATS DELL'INSUBRIA,16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,7.954933,2.222892
2017,328 - ATS DI PAVIA,08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,9.483659,1.21065
2017,328 - ATS DI PAVIA,20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,9.075684,7
2012,322 - ATS DELL'INSUBRIA,12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,5.249239,1.167043
2015,REGIONE LOMBARDIA,11,MALATTIE E DISTURBI RENE E VIE URINARIE,6.756981,1.643085
2015,328 - ATS DI PAVIA,04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,14.816982,1.151899
2013,328 - ATS DI PAVIA,11,MALATTIE E DISTURBI RENE E VIE URINARIE,7.597372,1.019704
2017,REGIONE LOMBARDIA,02,MALATTIE E DISTURBI OCCHIO,2.891172,1.012234
2014,REGIONE LOMBARDIA,22,USTIONI,12.416667,2.666667
2015,REGIONE LOMBARDIA,21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",6.856184,1.11194
2015,325 - ATS DI BERGAMO,04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,10.819788,1.19917
2017,325 - ATS DI BERGAMO,16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,9.116959,2.229167
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,8.331815,1.041804
2014,322 - ATS DELL'INSUBRIA,12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,5.188412,1.195561
2014,326 - ATS DI BRESCIA,18,MALATTIE INFETTIVE E PARASSITARIE,10.102234,1.333333
2014,REGIONE LOMBARDIA,19,MALATTIE E DISTURBI MENTALI,13.895969,7.143248
2016,327 - ATS DELLA VAL PADANA,12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,5.519845,1.004224
2014,327 - ATS DELLA VAL PADANA,05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,8.091568,1.983871
2016,REGIONE LOMBARDIA,11,MALATTIE E DISTURBI RENE E VIE URINARIE,6.909079,1.594664
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",7.086933,1.408115
2016,328 - ATS DI PAVIA,06,MALATTIE E DISTURBI APPARATO DIGERENTE,7.195624,1.001055
2013,322 - ATS DELL'INSUBRIA,19,MALATTIE E DISTURBI MENTALI,14.653042,3.054545
2017,325 - ATS DI BERGAMO,09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",3.792549,1.008137
2015,328 - ATS DI PAVIA,11,MALATTIE E DISTURBI RENE E VIE URINARIE,8.122562,1.041783
2013,327 - ATS DELLA VAL PADANA,03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",3.177998,1.13355
2013,REGIONE LOMBARDIA,09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",4.033519,1.140717
2014,327 - ATS DELLA VAL PADANA,04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,9.92889,1.341085
2012,REGIONE LOMBARDIA,08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,8.698697,1.275169
2017,325 - ATS DI BERGAMO,05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,7.868743,1.334249
2013,325 - ATS DI BERGAMO,09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",3.492947,1.02049
2016,328 - ATS DI PAVIA,14,"GRAVIDANZA, PARTO E PUERPERIO",3.965796,1.002208
2016,322 - ATS DELL'INSUBRIA,NA,MDC NON APPLICABILE,11.807229,1
2017,322 - ATS DELL'INSUBRIA,05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,9.012761,1.123265
2016,REGIONE LOMBARDIA,21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",6.923051,1.203468
2015,324 - ATS DELLA BRIANZA,11,MALATTIE E DISTURBI RENE E VIE URINARIE,7.438379,1.68962
2013,325 - ATS DI BERGAMO,05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,8.16794,1.417135
2016,323 - ATS DELLA MONTAGNA,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,8.181416,1.124224
2013,327 - ATS DELLA VAL PADANA,01,MALATTIE E DISTURBI SISTEMA NERVOSO,15.099567,7.045016
